idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Wnef_ha;Cnef_ha;Clt_ha;Cor_ha;Css_ha;Csp_ha
193959;41.51024161;14.2848354;4595656;2460327;Est;014;Molise;8;3.455876189;1.727938095;2.124076182;1.640253716;56.90583838;100.4643471
193986;41.51024161;14.60825449;4595483;2487317;Est;014;Molise;18;2.697086037;1.348543018;3.247181974;1.139410034;30.42908025;37.95333095
194796;41.48323004;14.33196815;4592626;2464238;Est;014;Molise;8;6.589191343;3.294595671;4.485030961;15.30032382;45.97605702;105.536356
195077;41.47422615;14.37959539;4591597;2468207;Est;014;Molise;12;1.390380136;0.695190068;1.225625933;12.28018412;56.54270864;78.54566918
195100;41.47422615;14.65494799;4591468;2491197;Est;014;Molise;19;0;0;1.103900844;0;22.58055489;33.39056907
195529;41.45621834;13.12236547;4591113;2363184;Est;012;Lazio;17;0;0;10.37507567;32.85343556;61.1652145;34.84210645
195556;41.45621834;13.44551605;4590578;2390176;Est;012;Lazio;12;0.836417798;0.418208899;0.582384047;0.805417806;44.40835902;3.330626927
195651;41.45621834;14.58252736;4589496;2485141;Est;014;Molise;24;0;0;1.683206593;0.186969258;30.67299645;39.63940922
195694;41.45621834;15.09717459;4589415;2528124;Est;016;Puglia;5;0;0;5.254148164;14.66356533;59.94321706;60.02084998
195770;41.44721441;12.70343181;4590958;2328165;Est;012;Lazio;10;0;0;1.451005444;0.657401751;14.68588757;25.07867362
195806;41.44721441;13.13423968;4590092;2364154;Est;012;Lazio;6;0;0;8.563650741;9.743990889;58.44051567;43.52238369
196436;41.42920652;14.15095529;4586761;2449066;Est;015;Campania;10;0;0;1.409596647;0.892883596;43.40894577;24.42625382
196464;41.42920652;14.48593547;4586540;2477056;Est;014;Molise;8;6.809794946;3.404897473;2.493121116;0.828633881;46.66217665;74.04403595
196716;41.42020255;14.25837795;4585679;2458034;Est;015;Campania;9;0;0;0.737613952;0.734103274;45.60577359;45.20099769
196787;41.42020255;15.10767465;4585418;2529006;Est;016;Puglia;5;0;0;0.364259259;6.680138086;60.73215402;42.22255296
197468;41.39319055;13.63586747;4583312;2405964;Est;012;Lazio;7;0;0;1.337177394;9.397227232;26.38241017;16.9574114
197523;41.39319055;14.29350093;4582655;2460944;Est;015;Campania;8;0.742491855;0.371245927;3.571911616;4.192642743;56.85232426;100.0062427
197791;41.38418653;14.30520222;4581648;2461914;Est;015;Campania;8;3.828955558;1.914477779;6.770800918;1.484982276;55.42730104;122.5630993
197846;41.38418653;14.96274497;4581415;2516893;Est;015;Campania;7;2.156861571;1.078430785;1.021301255;3.743069996;31.32678446;14.71050788
197978;41.37518249;13.32474541;4581769;2379914;Est;012;Lazio;16;0;0;1.969952684;1.328791235;51.27314788;58.1563259
198004;41.37518249;13.63554093;4581314;2405905;Est;012;Lazio;15;0.879303638;0.439651819;3.135059686;8.823283638;22.5269144;15.89146095
198592;41.35717436;14.2327336;4578700;2455829;Est;015;Campania;6;0;0;2.731347615;6.121854793;34.06471642;23.32879819
198803;41.34817028;13.49166689;4578514;2393821;Est;012;Lazio;6;0;0;4.078715083;1.242096112;27.58365944;18.61216381
198835;41.34817028;13.87402631;4578028;2425810;Est;015;Campania;18;0;0;1.352437959;0.179636346;19.31343071;15.84951044
198896;41.34817028;14.60289895;4577493;2486787;Est;015;Campania;5;0;0;1.583285786;2.999061801;61.78979524;73.11631807
199035;41.33916618;13.02558735;4578297;2354804;Est;012;Lazio;10;1.15365494;0.57682747;1.977665071;1.409730277;26.74969392;26.93602566
200173;41.30314966;13.49095161;4573516;2393674;Est;012;Lazio;16;0;0;6.890532882;13.49224783;60.46640722;77.47924483
200463;41.29414549;13.57438082;4572399;2400643;Est;012;Lazio;9;0;0;0.408188687;1.44106306;31.93559945;24.56540981
200801;41.28514131;14.32627182;4570638;2463590;Est;015;Campania;18;0;0;2.473811926;0;26.9694297;45.03765227
201881;41.24912444;14.70702363;4566462;2495461;Est;015;Campania;9;0.893119211;0.446559605;2.674495971;2.045671315;48.49778477;49.59928493
202835;41.21310734;13.76378073;4563159;2416373;Est;015;Campania;6;0.160606033;0.080303016;5.495836824;25.72213644;32.49084471;39.61333179
202970;41.21310734;15.37353731;4562488;2551321;Est;016;Puglia;9;0;0;1.021543111;0;30.01846535;33.99859077
203197;41.20410304;15.0869971;4561426;2527302;Est;015;Campania;6;0;0;1.532255623;4.477515032;40.96103616;27.38375433
203415;41.19509871;14.70516867;4560464;2495285;Est;015;Campania;9;0.108221986;0.054110993;1.777892047;2.297687282;25.36319295;20.37628752
203429;41.19509871;14.87206063;4560431;2509280;Est;015;Campania;7;0.477212907;0.238606454;1.205357597;0.031345163;26.45140297;37.897853
204166;41.16808566;14.44209203;4557575;2473206;Est;015;Campania;10;1.529603409;0.764801705;0.927614737;0.828760109;45.03650908;12.36827701
204388;41.15908128;13.96524662;4556941;2433192;Est;015;Campania;18;0;0;0;0;26.28185048;46.51729483
205264;41.13206806;14.6315543;4553490;2489082;Est;015;Campania;9;0.81335334;0.40667667;1.359970137;2.167456572;33.46721237;34.8035743
206594;41.09605023;16.24916189;4550176;2624912;Est;016;Puglia;9;0.227669125;0.113834563;0.092371852;0;42.55403295;75.64490459
208084;41.05102762;15.19982882;4544448;2536801;Est;015;Campania;14;2.878026942;1.439013471;1.608367909;0.851573135;21.24832707;29.0563323
209416;41.01500929;15.61442329;4540611;2571669;Est;017;Basilicata;6;0;0;0.616917791;0.687105164;17.39316899;40.6924975
209909;40.99700003;9.10053045;4538437;1508484;Ovest;020;Sardegna;20;0;0;0.118635579;0;27.59714823;20.79965903
210250;40.98799539;9.08910296;4537437;1507524;Ovest;020;Sardegna;20;0.584859245;0.292429622;1.247675583;0.079146566;16.6381195;36.98550277
210258;40.98799539;9.18417078;4537449;1515521;Ovest;020;Sardegna;20;0.122037559;0.061018779;1.140851296;0.48584267;29.84712001;32.13014263
210296;40.98799539;13.96132892;4537952;2432635;Est;015;Campania;6;0;0;4.856168167;0;35.53552698;8.429457414
210400;40.98799539;15.19721063;4537451;2536597;Est;015;Campania;10;0;0;0.51142278;0.516415212;24.38677492;16.38318799
211463;40.96098136;15.7306295;4534688;2581490;Est;017;Basilicata;20;0.717931599;0.3589658;0.683011295;2.909590347;32.13585813;35.98934244
211621;40.95197666;9.12656235;4533442;1510681;Ovest;020;Sardegna;16;1.183920839;0.59196042;1.441607765;12.03224874;35.60752063;35.23795293
211798;40.95197666;15.64704491;4533634;2574464;Est;017;Basilicata;11;0;0;2.139824196;0.234888947;30.35271887;38.72015893
212658;40.92496246;9.03293947;4530437;1502803;Ovest;020;Sardegna;20;0;0;0.053323716;0.238015324;17.23414373;10.2563293
213571;40.90695292;15.89412509;4528818;2595310;Est;017;Basilicata;9;0.623282295;0.311641147;1.110183011;0.26875424;26.80954864;43.59065837
214214;40.88894333;14.8727381;4526444;2509287;Est;015;Campania;5;1.129023613;0.564511806;4.990290715;0;47.92171999;67.07140928
214957;40.87093368;14.80090695;4524456;2503231;Est;015;Campania;11;1.26786662;0.63393331;1.364478703;0;44.82564761;49.45732045
215433;40.86192884;15.97481961;4523892;2602162;Est;017;Basilicata;10;0;0;1.996872966;0;30.72657833;41.40504081
215606;40.85292398;9.15523873;4522451;1513115;Ovest;020;Sardegna;11;1.65556613;0.827783065;1.224462858;1.942784309;51.92094534;28.81245475
215609;40.85292398;9.19081666;4522457;1516114;Ovest;020;Sardegna;20;0;0;1.143549013;20.86104986;21.64239425;18.26992452
215614;40.85292398;9.25011322;4522469;1521112;Ovest;020;Sardegna;16;3.643037487;1.821518743;2.886169354;0.786790491;47.0919476;33.79215262
215987;40.84391911;9.09639647;4521444;1508156;Ovest;020;Sardegna;16;1.153458182;0.576729091;3.281224871;3.107567243;27.9273847;23.35957904
216573;40.83491422;15.74812337;4520706;2583082;Est;017;Basilicata;10;5.797320985;2.898660493;1.483047289;1.200207181;61.73302343;150.889503
216580;40.83491422;15.83111608;4520769;2590079;Est;017;Basilicata;10;0;0;2.162376133;1.670828962;31.46186483;31.54278435
217337;40.8169044;15.39164501;4518513;2553036;Est;017;Basilicata;5;0;0;2.019810145;13.8705776;58.95673942;17.01707901
217607;40.80789947;9.28783229;4517481;1524307;Ovest;020;Sardegna;16;1.252133173;0.626066587;0.368035366;0.62284212;37.8694423;60.49160376
217736;40.80789947;15.39124761;4517513;2553007;Est;017;Basilicata;10;0;0;0.128982324;0.226054364;38.34943455;33.54948549
218282;40.79889453;17.13275486;4518624;2699924;Est;016;Puglia;10;0;0;0;0;29.0492396;24.01569638
218529;40.78988957;15.29566865;4515482;2544952;Est;015;Campania;10;0.653160933;0.326580467;1.317834128;0;27.75199251;16.72944967
218537;40.78988957;15.39045337;4515514;2552949;Est;017;Basilicata;10;0;0;1.076057227;0;42.96735108;72.58716484
218727;40.7808846;8.23477711;4514723;1435459;Ovest;020;Sardegna;17;0;0;0.161697581;0.535039879;35.84241245;39.69642651
218794;40.7808846;9.02849188;4514443;1502434;Ovest;020;Sardegna;16;0;0;0.619872412;0;25.6991159;13.72314649
219335;40.77187961;15.38965984;4513514;2552891;Est;017;Basilicata;7;0;0;2.80171889;1.855620686;49.55228569;94.72225071
219720;40.76287461;15.16424081;4512454;2533869;Est;015;Campania;24;0;0;0.72537037;2.267577889;34.33563981;53.855075
219741;40.76287461;15.41294992;4512523;2554861;Est;017;Basilicata;10;0;0;2.309300786;0;21.28453056;25.32003043
219756;40.76287461;15.59059928;4512608;2569854;Est;017;Basilicata;10;0;0;1.164506316;0.481950836;20.45962705;0
219767;40.76287461;15.72087548;4512690;2580850;Est;017;Basilicata;14;0.455833118;0.227916559;4.051036582;1.535324391;62.8508221;99.58829459
219784;40.76287461;15.92221143;4512849;2597844;Est;017;Basilicata;24;0.251702465;0.125851233;0.557392202;0.297625433;23.2090344;23.95835312
219785;40.76287461;15.93405472;4512859;2598843;Est;017;Basilicata;24;0.343518459;0.171759229;0.750139026;0.179658309;25.14574116;38.43851904
219891;40.76287461;17.18944354;4514744;2704807;Est;016;Puglia;10;0.137148342;0.068574171;1.368288415;0.360093693;29.18837846;15.86047519
220148;40.7538696;15.38886702;4511514;2552833;Est;017;Basilicata;8;0;0;2.40212041;9.432876142;37.36971802;90.311194
220998;40.73585952;15.6130064;4509622;2571766;Est;017;Basilicata;12;1.210834366;0.605417183;2.367239266;4.238663236;60.68033163;63.64966839
221243;40.72685447;8.92473015;4508447;1493673;Ovest;020;Sardegna;9;0;0;1.515441111;1.385454386;49.55691239;31.11866279
221280;40.72685447;9.36269556;4508508;1530659;Ovest;020;Sardegna;5;0;0;1.190600875;1.957925861;42.55520809;28.83576939
221791;40.7178494;15.11507147;4507450;2529726;Est;015;Campania;8;0.347050393;0.173525197;2.16840243;10.90688778;71.01085454;118.1792332
221833;40.7178494;15.61215439;4507622;2571709;Est;017;Basilicata;11;0;0;3.880751736;1.772955055;11.79355047;29.52061368
222536;40.69983921;9.37577613;4505514;1531777;Ovest;020;Sardegna;5;0;0;0.76943115;0.244700465;23.6635086;30.16120431
223043;40.6908341;15.12582623;4504452;2530638;Est;015;Campania;8;0;0;2.106481604;34.27009141;69.19540015;70.70744959
223075;40.6908341;15.50440308;4504566;2562625;Est;017;Basilicata;10;1.801081552;0.900540776;0.347557025;0.81332004;71.02570854;115.2111586
223133;40.6908341;16.19057363;4505124;2620603;Est;017;Basilicata;9;0;0;0.322401779;1.711949633;31.25201522;49.68707494
223419;40.68182897;14.65230901;4503504;2490626;Est;015;Campania;15;0.054398818;0.027199409;2.722204929;0.427637191;52.92245415;66.3514898
223456;40.68182897;15.08997958;4503449;2527610;Est;015;Campania;10;0.112539353;0.056269676;1.223739237;1.381216849;56.40769624;70.82967847
223901;40.67282383;15.38530823;4502516;2552571;Est;015;Campania;12;0;0;0.172612349;1.429519305;38.43378002;71.77073083
224177;40.66381868;8.90440165;4501452;1491949;Ovest;020;Sardegna;24;0;0;1.507009222;3.971999507;46.29452665;51.0992768
224252;40.66381868;14.4743308;4501579;2475573;Est;015;Campania;5;1.209772364;0.604886182;3.412822876;1.322365683;36.74502636;49.15280044
224295;40.66381868;15.03014114;4501446;2522554;Est;015;Campania;15;2.557431198;1.278715599;2.530427624;6.498580514;40.31339337;72.17297904
224304;40.66381868;15.13657291;4501455;2531551;Est;015;Campania;24;0;0;0.74389578;0.038368203;51.49647762;65.76719722
224313;40.66381868;15.24300467;4501474;2540547;Est;015;Campania;9;0;0;0.334100382;2.799320808;19.78262222;10.88808246
224417;40.66381868;16.47288287;4502486;2644507;Est;017;Basilicata;6;0;0;3.380993601;10.67292266;40.0137166;54.11483939
224659;40.65481351;9.56703175;4500602;1547966;Ovest;020;Sardegna;6;0;0;1.041357329;12.20801914;31.72207998;32.03095078
224699;40.65481351;14.71054212;4500487;2495537;Est;015;Campania;15;0.743491701;0.37174585;0.440743071;0.94736826;35.95532718;78.10789519
225112;40.64580832;14.55654511;4499542;2482513;Est;015;Campania;24;1.686704529;0.843352265;1.427277065;0.619319243;37.83443024;44.70287607
225682;40.63680313;16.48308266;4499502;2645420;Est;017;Basilicata;6;0;0;2.89374848;12.07121728;36.4306199;66.53017387
226105;40.62779791;16.51799935;4498552;2648390;Est;017;Basilicata;6;0;0;1.539617881;0.257866365;17.32477929;40.56087876
226162;40.62779791;17.19170491;4499753;2705372;Est;016;Puglia;17;0;0;0;0;24.69538949;0
226575;40.61879269;17.07289034;4498510;2695346;Est;016;Puglia;6;0;0;1.013389663;0.409473345;32.12124483;0
226777;40.60978745;9.60441773;4495625;1551161;Ovest;020;Sardegna;6;1.709968838;0.854984419;0.408629616;0;27.15126444;33.16306481
227001;40.60978745;17.19043222;4497750;2705314;Est;016;Puglia;6;0;0;2.336186157;0.57712747;53.45611104;72.41266302
227506;40.59177693;8.51838123;4493561;1459275;Ovest;020;Sardegna;14;0;0;0.434230813;0.536172932;28.57044175;27.99579916
227588;40.59177693;9.48705142;4493564;1541244;Ovest;020;Sardegna;19;0;0;0.033947903;0.232227934;20.48984494;38.00668086
227655;40.59177693;15.33451167;4493502;2548312;Est;015;Campania;13;0.726187954;0.363093977;2.24485837;0.111627003;26.53455676;53.91078544
227679;40.59177693;15.6180249;4493631;2572303;Est;017;Basilicata;10;0;0;1.42053074;1.279883925;33.51153315;24.74080473
227733;40.59177693;16.25592965;4494205;2626282;Est;017;Basilicata;13;2.723909041;1.361954521;2.591387963;0.914135032;12.75911559;17.00035524
228382;40.57376635;9.38155765;4491521;1532326;Ovest;020;Sardegna;5;0.428779392;0.214389696;1.332716294;0;32.18208361;51.91478583
228475;40.57376635;15.56993633;4491605;2568246;Est;017;Basilicata;24;0;0;0.306440505;3.825595422;19.92399419;34.3257817
228548;40.57376635;16.43205778;4492433;2641219;Est;017;Basilicata;24;0;0;0.722710753;6.867664165;21.8693732;22.75060871
228892;40.56476104;15.81749272;4490769;2589209;Est;017;Basilicata;8;0.749101362;0.374550681;4.595433666;15.71327133;35.58923509;54.18440529
229148;40.55575571;9.12263281;4489459;1510413;Ovest;020;Sardegna;15;0;0;0;0.066447719;40.44830951;48.80369114
229166;40.55575571;9.33515373;4489506;1528406;Ovest;020;Sardegna;9;0;0;0.474325731;1.98719441;44.86465256;36.83056452
229533;40.54675038;9.00502744;4488452;1500456;Ovest;020;Sardegna;24;0;0;1.127126085;0.160759847;22.18495011;20.29632604
229636;40.54675038;15.29716506;4488493;2545169;Est;015;Campania;11;0.571331496;0.285665748;0.673875365;0.895244474;44.07476424;64.46961357
230077;40.53774502;15.85155119;4487798;2592121;Est;017;Basilicata;10;0;0;0.522263476;4.380303807;34.04601569;20.39436907
230685;40.51973428;8.62879894;4485519;1468585;Ovest;020;Sardegna;17;0.408601688;0.204300844;2.122891069;0.183069693;49.15101559;50.07676857
230711;40.51973428;8.93560923;4485455;1494575;Ovest;020;Sardegna;17;0.729059285;0.364529642;0.48038765;1.176428618;38.19371669;41.41836952
231153;40.51072888;9.49062409;4484569;1541597;Ovest;020;Sardegna;15;0;0;0.316890703;0.273856741;20.37147892;30.83098522
231208;40.51072888;15.2366481;4484479;2540055;Est;015;Campania;9;0.472607716;0.236303858;0.90966172;9.471171188;58.9692346;147.9747642
231610;40.50172347;15.38963981;4483526;2553021;Est;015;Campania;8;0;0;0.549825289;2.700392916;55.60929064;114.9221175
232025;40.49271805;15.76670826;4482734;2584980;Est;017;Basilicata;5;0;0;1.676444316;0.571413111;18.93385377;8.174886781
233351;40.45669622;8.56163836;4478548;1462861;Ovest;020;Sardegna;17;5.86383745;2.931918725;0.840481634;0.224571219;46.54609459;32.86118624
233390;40.45669622;9.02142341;4478456;1501847;Ovest;020;Sardegna;15;0.690202987;0.345101493;8.35945602;2.170010034;47.91429626;44.83319403
233528;40.45669622;15.80030552;4478761;2587863;Est;017;Basilicata;10;0.310562562;0.155281281;1.475447886;0.595894833;59.03681589;75.02606281
233870;40.44769072;15.46980057;4477561;2559845;Est;015;Campania;10;1.874170105;0.937085052;0.36472392;0.731522285;38.28165874;36.18770407
234342;40.43868522;16.69516409;4477833;2663778;Est;017;Basilicata;15;0.627745085;0.313872542;2.794041823;3.510475171;32.0306464;38.22217619
235358;40.41166861;15.7156024;4473701;2580721;Est;017;Basilicata;5;0;0;2.997857024;3.120608233;30.35348933;21.50079301
235731;40.40266305;15.78584704;4472752;2586690;Est;017;Basilicata;5;5.561201945;2.780600973;3.320124123;8.077114338;40.18284457;42.39032877
236094;40.39365747;15.76184617;4471735;2584662;Est;017;Basilicata;20;7.067010121;3.53350506;3.279350868;2.460451651;41.63255649;20.63341893
236102;40.39365747;15.85607305;4471808;2592659;Est;017;Basilicata;7;0.196440174;0.098220087;0.964214943;3.234336446;31.1871459;60.61348381
236667;40.37564627;8.73115691;4469494;1477208;Ovest;020;Sardegna;9;0;0;0.034814815;1.03116214;64.08478765;66.90907013
236769;40.37564627;15.19575406;4469477;2536623;Est;015;Campania;12;0.132463054;0.066231527;0.124882426;0;19.41445082;16.3815555
236827;40.37564627;15.87871697;4469827;2594601;Est;017;Basilicata;11;0;0;1.871957545;2.279307113;19.72732365;16.66689273
236854;40.37564627;16.19664798;4470144;2621590;Est;017;Basilicata;12;0;0;1.085503946;0.535454915;39.97129554;55.14138212
237188;40.36664065;15.90180819;4468847;2596571;Est;017;Basilicata;20;0;0;1.734639697;0.576884553;51.10087942;110.8069335
237427;40.35763502;9.23834704;4467487;1520269;Ovest;020;Sardegna;16;0;0;0.71192583;0.419508094;36.78634268;66.36783653
237527;40.35763502;15.70122367;4467694;2579549;Est;017;Basilicata;11;3.134259985;1.567129992;1.778043968;0.880053507;54.59050661;74.61682224
237809;40.34862937;9.58011969;4466622;1549297;Ovest;020;Sardegna;19;0;0;0.3329525;0;23.03721384;21.37000867
238023;40.34862937;17.91364974;4470529;2767462;Est;016;Puglia;6;0;0;0.93732037;0;34.99405928;48.3282974
238424;40.33061803;8.53358536;4464565;1460409;Ovest;020;Sardegna;14;0;0;1.776743351;0.081305668;34.1160115;49.05500074
238531;40.33061803;15.05272107;4464462;2524484;Est;015;Campania;15;0;0;1.84080689;1.811739114;25.74255424;35.01166656
238567;40.33061803;15.47634722;4464569;2560470;Est;015;Campania;11;0.439892226;0.219946113;0.294859712;1.248659534;46.02951384;60.92149261
238584;40.33061803;15.6763929;4464679;2577464;Est;015;Campania;11;1.95169571;0.975847855;0.858375927;1.717379729;28.19332153;37.7724701
238626;40.33061803;16.17062341;4465116;2619447;Est;017;Basilicata;9;0;0;1.432535301;0.475511018;35.62002594;45.53074595
238762;40.33061803;18.35935851;4469871;2805399;Est;016;Puglia;6;2.704197663;1.352098831;3.335786667;34.72919526;48.12991299;28.52622873
238772;40.32161234;8.5341061;4463565;1460448;Ovest;020;Sardegna;14;1.035439997;0.517719998;2.278156642;0.175921224;37.38435905;61.73089912
238941;40.32161234;15.79362272;4463762;2587431;Est;017;Basilicata;20;0.24421903;0.122109515;1.080419875;0.423582503;28.14805538;15.48499297
239059;40.32161234;17.81734534;4467264;2759377;Est;016;Puglia;19;0;0;0.919879519;1.311150518;39.14293274;62.02138485
239245;40.31260663;15.35790096;4462522;2550416;Est;015;Campania;12;1.10263906;0.55131953;0.154645281;0.376648113;77.57353905;97.22081591
239309;40.31260663;16.11081399;4463052;2614392;Est;017;Basilicata;10;0;0;0.171429233;0.264577145;24.14275013;10.79829024
239502;40.30360092;9.14680747;4461472;1512506;Ovest;020;Sardegna;16;0;0;0.399028782;0.543582246;31.84695425;49.15522808
239612;40.30360092;15.72215887;4461711;2581376;Est;015;Campania;5;0.21759527;0.108797635;2.219067864;0.172515211;21.86769409;30.08261086
239682;40.30360092;16.54554813;4462606;2651350;Est;017;Basilicata;6;0;0;0.107888246;0;9.291441529;13.97971409
239819;40.29459518;8.94730688;4460464;1495552;Ovest;020;Sardegna;14;0;0;0.463934863;0;21.56323359;16.07349551
239955;40.29459518;15.83933614;4460798;2591343;Est;017;Basilicata;10;0;0;0.556966396;0;21.89066598;22.58728988
239997;40.29459518;16.33330411;4461312;2633326;Est;017;Basilicata;6;0.183824432;0.091912216;1.973908226;0;29.00126298;36.03184385
240251;40.28558944;15.56841622;4459617;2568323;Est;015;Campania;14;0;0;0.649916598;2.433354204;78.50402514;142.7181295
240841;40.2675779;15.35597316;4457523;2550272;Est;015;Campania;8;8.478764452;4.239382226;8.769163652;10.7663687;63.62423369;98.37078771
241118;40.25857211;15.04996066;4456465;2524254;Est;015;Campania;24;0.193705842;0.096852921;0.384252587;2.750271106;57.82211039;63.43671444
241166;40.25857211;15.61419598;4456644;2572236;Est;015;Campania;10;0.13182359;0.065911795;1.592477955;0;44.22305319;50.11709967
241418;40.24956631;14.99084959;4455465;2519227;Est;015;Campania;24;0.519570175;0.259785088;0;0;21.31243629;8.234991735
241489;40.24956631;15.82533703;4455789;2590200;Est;017;Basilicata;12;0.193130193;0.096565097;3.938868788;26.72528086;59.60982286;76.70613904
241804;40.24056049;15.98941506;4454932;2604166;Est;017;Basilicata;11;0;0;2.135407335;0.59756747;19.42696763;27.42656309
242038;40.23155466;15.20168106;4453485;2537163;Est;015;Campania;19;0.619426744;0.309713372;1.117774904;0.054513228;35.62254479;27.4318996
242081;40.23155466;15.70694096;4453704;2580146;Est;015;Campania;12;0.011800802;0.005900401;3.744399464;5.361952044;74.73609284;68.78772087
242390;40.22254882;15.83574535;4452799;2591113;Est;017;Basilicata;24;0;0;0.195757474;0;19.54815897;11.71849024
242418;40.22254882;16.16470822;4453114;2619102;Est;017;Basilicata;7;0.53261911;0.266309555;1.180922058;0.740809991;16.32906806;29.56800607
242585;40.21354296;9.31564653;4451514;1526890;Ovest;020;Sardegna;24;0;0;2.335695294;0.404990598;35.92201947;41.76233182
242654;40.21354296;15.48288385;4451577;2561096;Est;015;Campania;14;1.678276385;0.839138193;1.794630018;0.851501951;49.09823561;93.3365998
242821;40.20453709;8.6348189;4450530;1468951;Ovest;020;Sardegna;11;0.275137419;0.137568709;8.349435113;15.62308724;75.77394453;101.2890482
243150;40.1955312;9.09334033;4449471;1507975;Ovest;020;Sardegna;16;0;0;0.102875231;0;26.33849582;22.88400112
243495;40.1865253;15.08243756;4448470;2527023;Est;015;Campania;19;0.577375809;0.288687905;0.870010386;0.602043444;14.29781792;22.86589939
243515;40.1865253;15.3172867;4448515;2547015;Est;015;Campania;14;0.34685872;0.17342936;0.659327367;0.914947363;35.98104664;38.24964607
243557;40.1865253;15.81046989;4448781;2588999;Est;017;Basilicata;14;0;0;0.748970589;1.866236101;24.39652188;72.53479205
243673;40.1865253;18.38206794;4453947;2807939;Est;016;Puglia;6;0;0;0.882447519;0;41.24979148;89.98246511
243752;40.17751938;9.30556487;4447512;1526046;Ovest;020;Sardegna;14;0;0;0.691858292;0;30.39496952;38.8877103
244092;40.16851345;15.31652923;4446516;2546958;Est;015;Campania;11;0;0;1.778224683;1.676726013;29.03089223;41.78638326
244336;40.15950751;9.38856108;4445541;1533121;Ovest;020;Sardegna;14;0;0;0.831133874;0;37.90176592;44.15925983
244470;40.15950751;16.45471747;4446480;2643893;Est;017;Basilicata;15;3.735053176;1.867526588;2.696819354;10.53866074;21.9167828;23.02765849
245233;40.1324896;15.66701089;4442681;2576831;Est;015;Campania;15;1.612059224;0.806029612;1.397411643;1.200860278;36.75512214;69.27392845
245458;40.1234836;9.58961592;4441637;1550270;Ovest;020;Sardegna;15;0;0;0.180633232;0.831794203;39.99751729;15.99348143
246050;40.10547155;15.70092424;4439705;2579744;Est;017;Basilicata;15;0;0;3.394522451;18.47569477;38.62935572;69.02216509
246233;40.09646551;9.21548548;4438494;1518399;Ovest;020;Sardegna;15;0;0;3.763592963;1.629643367;31.36977;19.13498578
246243;40.09646551;9.33275511;4438524;1528394;Ovest;020;Sardegna;9;0.417037549;0.208518774;4.570066683;1.246767568;41.25431812;35.02263733
246479;40.08745946;9.00485455;4437471;1500444;Ovest;020;Sardegna;15;8.360049169;4.180024584;2.633813249;0.624754868;33.86556501;22.77561
246738;40.07845339;8.94668938;4436473;1495485;Ovest;020;Sardegna;9;0.135277483;0.067638741;2.026558144;5.653590802;29.57726475;21.34150325
246771;40.07845339;9.33357717;4436525;1528472;Ovest;020;Sardegna;9;1.742517734;0.871258867;1.910442527;1.621819538;29.92536367;21.46267817
246835;40.07845339;15.6058489;4436646;2571661;Est;015;Campania;16;1.097474557;0.548737279;2.382357335;0.060208245;37.12660065;34.93415124
246878;40.07845339;16.10997541;4437060;2614645;Est;017;Basilicata;9;3.92957179;1.964785895;2.068643517;0.783992919;21.91337521;32.35313809
247311;40.06044121;9.51021025;4434598;1543544;Ovest;020;Sardegna;13;0;0;6.29245666;1.155576868;44.36540229;17.18012706
248102;40.03342283;15.42803147;4431561;2556524;Est;015;Campania;11;1.520000822;0.760000411;2.195467262;0.595659642;23.01991751;42.63184684
248263;40.02441667;8.86745419;4430482;1488720;Ovest;020;Sardegna;9;0.488987372;0.244493686;2.94828733;2.537392701;21.61501972;18.32364539
248393;40.02441667;16.17737567;4431136;2620471;Est;017;Basilicata;13;0;0;2.617298661;4.604870218;41.42798221;25.8866691
248603;40.01541051;15.83720669;4429809;2591454;Est;017;Basilicata;9;0;0;0.123456429;1.785025223;25.45850649;2.758306659
248855;40.00640432;16.05928106;4429011;2610418;Est;017;Basilicata;8;1.073872954;0.536936477;1.819527479;3.593572473;27.65454961;33.05275365
249010;39.99739813;9.26700728;4427510;1522823;Ovest;020;Sardegna;9;0;0;0.753545597;0.161746028;23.03764686;29.03704398
249097;39.99739813;16.21103716;4428176;2623384;Est;017;Basilicata;3;1.411565599;0.705782799;4.444725461;4.476527415;41.85396983;50.38808331
249115;39.99739813;16.42181715;4428441;2641378;Est;018;Calabria;9;0;0;0.677746032;1.19333884;36.89588653;30.28627388
249217;39.98839192;8.99813097;4426476;1499871;Ovest;020;Sardegna;16;0.927372834;0.463686417;0.986074703;0.126335617;14.82298131;18.11310498
249459;39.97938569;9.2093091;4425497;1517902;Ovest;020;Sardegna;11;0.287806778;0.143903389;0.572970363;0.994901381;21.80392166;34.59461034
249550;39.97938569;16.2919985;4426273;2630324;Est;017;Basilicata;7;0.299049584;0.149524792;2.768928715;0.304955099;23.93156671;15.9526323
249973;39.9613732;16.06861756;4424022;2611275;Est;017;Basilicata;14;0;0;1.327413168;0.627050667;23.94319137;11.22822683
250215;39.95236694;16.33729648;4423331;2634237;Est;017;Basilicata;3;0;0;1.603964092;2.41788071;47.35782617;48.69739121
250338;39.94336066;9.1759081;4421492;1515058;Ovest;020;Sardegna;11;0;0;1.21310108;0.361911034;32.06658787;36.25401538
250384;39.94336066;15.77514947;4421764;2586227;Est;018;Calabria;6;0;0;0;0;48.31381747;9.031373032
