idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Wnef_ha;Cnef_ha;Clt_ha;Cor_ha;Css_ha;Csp_ha
7334;46.5321704;13.12994038;5154901;2376596;Est;006;Friuli-Venezia Giulia;4;0.05324752;0.02662376;6.298956144;44.6090853;74.61796691;90.80031918
7470;46.52317449;11.30524815;5154785;1676837;Ovest;0041;Alto Adige;8;1.859606432;0.929803216;9.429066853;13.66558093;20.72361053;18.83755508
7473;46.52317449;11.3443463;5154873;1679836;Ovest;0041;Alto Adige;9;0.737063354;0.368531677;7.371827107;3.884619765;42.44164899;30.49505534
7724;46.51417857;10.99270383;5153132;1652890;Ovest;0041;Alto Adige;1;0;0;1.16018467;11.61021143;40.94623485;19.6803877
7802;46.51417857;12.00908798;5155603;1730857;Ovest;005;Veneto;1;0;0;8.20066123;2.94147865;69.04736098;71.52553462
7804;46.51417857;12.03514911;5155679;1732856;Ovest;005;Veneto;1;2.694161974;1.347080987;1.913736842;7.492756189;35.46872907;37.83036447
7881;46.51417857;13.03850269;5153072;2369534;Est;006;Friuli-Venezia Giulia;3;1.429520718;0.714760359;4.278696393;9.527333014;12.78159136;20.49825251
7984;46.50518263;10.69329101;5151596;1629943;Ovest;0041;Alto Adige;1;0;0;0.635564984;5.848991666;35.39737209;9.877536674
8187;46.50518263;13.33805954;5151545;2392493;Est;006;Friuli-Venezia Giulia;7;7.632521727;3.816260863;8.852376761;6.573342543;51.32963819;45.73246648
8273;46.49618668;10.6805548;5150575;1628987;Ovest;0041;Alto Adige;1;0;0;2.709421581;0.337482391;36.31477648;29.71012672
8327;46.49618668;11.38397326;5151965;1682965;Ovest;0041;Alto Adige;12;0.452517823;0.226258911;2.749178304;13.2656704;47.0883583;31.79171087
8476;46.49618668;13.32488717;5150567;2391461;Est;006;Friuli-Venezia Giulia;7;1.567700271;0.783850136;4.891956109;24.20764872;31.88422258;41.62902221
8598;46.48719071;11.13669108;5150422;1664017;Ovest;0041;Alto Adige;2;0;0;6.140475017;42.64614659;46.43066959;38.6069567
8828;46.47819473;10.34256749;5148079;1603086;Ovest;003;Lombardia;4;0.138155727;0.069077864;11.04904308;13.87995797;62.47138512;26.65237398
8864;46.47819473;10.81135854;5148798;1639071;Ovest;0041;Alto Adige;1;1.063156495;0.531578248;5.109517124;0;16.83625322;0
8970;46.47819473;12.19168775;5152156;1745026;Ovest;005;Veneto;4;0;0;9.842239402;40.98739146;36.56288713;54.94446165
8997;46.47819473;12.54328104;5153307;1772012;Ovest;005;Veneto;2;6.590111153;3.295055577;5.567154704;30.64699043;48.28491961;78.30395781
9081;46.47819473;13.63712683;5148108;2415387;Est;006;Friuli-Venezia Giulia;2;4.333852855;2.166926428;4.982904627;2.947784068;27.68073319;28.22005614
9112;46.46919873;10.23875643;5146949;1595132;Ovest;003;Lombardia;1;0.048361703;0.024180852;7.160967817;23.37467182;33.58683824;46.66325241
9263;46.46919873;12.20475049;5151197;1746069;Ovest;005;Veneto;4;0;0;4.532410719;24.80809608;27.55733015;51.69170801
9307;46.46919873;12.77762293;5148605;2349382;Est;006;Friuli-Venezia Giulia;1;6.836410071;3.418205036;1.267753324;2.886442882;30.57923781;46.98632022
9347;46.46919873;13.29841605;5147612;2389365;Est;006;Friuli-Venezia Giulia;13;4.245556574;2.122778287;0.877493926;0.342058381;39.48149713;34.14834122
9459;46.46020272;10.90302287;5146965;1646156;Ovest;0041;Alto Adige;1;1.719557106;0.859778553;13.83403296;5.944023244;37.22930338;52.045332
9470;46.46020272;11.04621739;5147239;1657150;Ovest;0041;Alto Adige;3;0.154273895;0.077136948;0.740205542;2.303368806;47.12966761;70.48711593
359;46.96395739;11.92655228;5205342;1722665;Ovest;0041;Alto Adige;13;7.779483924;3.889741962;2.055040667;0.467658741;38.27468453;60.83735357
429;46.95496216;11.87409167;5204195;1718710;Ovest;0041;Alto Adige;1;0.11369065;0.056845325;5.134064181;9.323708446;56.59079621;28.46929614
469;46.94596692;11.4275995;5202046;1684770;Ovest;0041;Alto Adige;4;0.094982062;0.047491031;8.762302767;33.38676958;9.334705359;6.907146199
667;46.92797639;12.00568776;5201572;1728838;Ovest;0041;Alto Adige;1;4.895769332;2.447884666;19.73431769;14.54285495;8.396128413;10.19391484
1049;46.88299982;11.69119073;5195704;1705069;Ovest;0041;Alto Adige;13;2.025382877;1.012691438;2.142203081;1.097373665;50.86543034;50.70658634
1147;46.87400447;11.84872671;5195128;1717107;Ovest;0041;Alto Adige;2;2.451533456;1.225766728;22.11047563;16.15922984;21.78098852;41.64949401
1202;46.8650091;11.37667992;5192931;1681168;Ovest;0041;Alto Adige;2;6.010177481;3.005088741;14.37571202;12.12201704;29.79619527;25.54840665
1308;46.85601371;11.4948767;5192210;1690208;Ovest;0041;Alto Adige;14;1.168750726;0.584375363;4.529982544;0;15.9258693;18.00764329
1412;46.84701831;11.48192568;5191180;1689252;Ovest;0041;Alto Adige;2;0.080590841;0.04029542;23.30473334;12.11201717;17.11348234;2.632493489
1452;46.84701831;12.00635895;5192578;1729234;Ovest;0041;Alto Adige;1;6.413395345;3.206697673;5.567052707;1.399867591;0;0
1543;46.8380229;11.75736912;5190882;1710287;Ovest;0041;Alto Adige;2;1.227502358;0.613751179;11.18246876;7.403868815;24.87635771;24.922313
1662;46.82902747;11.82301732;5190060;1715329;Ovest;0041;Alto Adige;2;1.530624106;0.765312053;5.432729005;3.815532758;34.02089112;24.04207365
2004;46.80204111;11.71853275;5186780;1707464;Ovest;0041;Alto Adige;3;0;0;5.950012595;10.91003136;26.23854706;22.804833
2345;46.77505461;11.43084547;5183061;1685605;Ovest;0041;Alto Adige;1;0.579966229;0.289983115;15.72145631;126.1973583;0;0
2465;46.76605908;11.19537432;5181533;1667658;Ovest;0041;Alto Adige;13;12.98830659;6.494153296;3.691345638;0.27674603;21.31662763;51.34266265
2789;46.74806799;11.58839712;5180447;1697732;Ovest;0041;Alto Adige;2;4.905619236;2.452809618;10.56112514;20.831536;36.80774181;35.37656074
3090;46.73007684;11.60176683;5178481;1698819;Ovest;0041;Alto Adige;24;5.412790095;2.706395048;3.070402005;10.46147356;37.10196985;27.85252007
3228;46.72108124;11.43186436;5177066;1685869;Ovest;0041;Alto Adige;14;6.633591606;3.316795803;2.004498753;3.476171222;23.8132442;22.39511818
3238;46.72108124;11.5626673;5177384;1695864;Ovest;0041;Alto Adige;24;24.05885747;12.02942874;10.83582804;20.69012323;21.65961401;39.88098948
3747;46.69409436;12.29524191;5176471;1751970;Ovest;0041;Alto Adige;2;1.265737993;0.632868996;3.907300625;16.34867364;52.29466542;65.78103407
3816;46.6850987;11.17110989;5172485;1666053;Ovest;0041;Alto Adige;13;1.211005585;0.605502792;4.710298607;1.246990905;23.50795167;6.954250912
4127;46.66710735;11.09313137;5170324;1660143;Ovest;0041;Alto Adige;11;0.609186723;0.304593361;4.955910507;8.036533466;36.74625887;32.59998254
4132;46.66710735;11.15846771;5170459;1665141;Ovest;0041;Alto Adige;9;0.994078632;0.497039316;4.222227497;4.339746878;39.40295833;41.43396052
4174;46.66710735;11.70729296;5171757;1707123;Ovest;0041;Alto Adige;2;3.908411834;1.954205917;11.89471694;9.823544062;35.84113639;25.83998688
4329;46.65811166;11.58983058;5170455;1698171;Ovest;0041;Alto Adige;9;2.66176955;1.330884775;0.555813002;1.146189802;29.32069124;26.90671888
4455;46.64911595;11.09358204;5168326;1660231;Ovest;0041;Alto Adige;2;5.326872968;2.663436484;2.50509583;25.47935152;47.84242118;53.61630932
4556;46.64911595;12.41293842;5171857;1761185;Ovest;005;Veneto;2;0;0;6.263365307;0.90861243;37.63659396;41.90207161
4782;46.63112448;10.84591878;5165852;1641326;Ovest;0041;Alto Adige;4;0;0;3.567900787;15.6323232;27.08599866;1.071356583
4827;46.63112448;11.43355602;5167075;1686307;Ovest;0041;Alto Adige;1;12.33197218;6.165986088;3.339449742;30.99287563;22.2570219;0
4964;46.62212873;10.85924128;5164877;1642369;Ovest;0041;Alto Adige;5;0.083181261;0.04159063;3.456955542;4.771923453;38.06595863;29.23794356
4978;46.62212873;11.04203147;5165224;1656364;Ovest;0041;Alto Adige;3;1.809096529;0.904548265;15.86084896;65.33040464;52.77897032;54.74764445
4990;46.62212873;11.19870878;5165546;1668359;Ovest;0041;Alto Adige;4;3.199820425;1.599910213;3.691288583;22.40550276;19.48070177;16.62178787
5126;46.61313296;10.55925661;5163379;1619423;Ovest;0041;Alto Adige;2;0.746450784;0.373225392;13.1626076;12.64313845;20.91507987;13.13418404
5359;46.60413718;11.14691531;5163438;1664448;Ovest;0041;Alto Adige;11;3.35814614;1.67907307;3.716304773;0;25.49643057;30.23023007
5554;46.59514138;11.14713131;5162439;1664492;Ovest;0041;Alto Adige;12;1.907747467;0.953873733;3.0706324;3.339180757;30.65854088;21.43203277
5719;46.58614557;10.61238739;5160462;1623552;Ovest;0041;Alto Adige;1;0;0;5.467566571;28.98425039;39.41685108;59.30652071
5902;46.58614557;13.00013483;5161143;2366794;Est;006;Friuli-Venezia Giulia;8;1.247962232;0.623981116;1.280242095;18.37738586;22.77369601;9.987431853
5947;46.57714974;10.79533065;5159765;1637590;Ovest;0041;Alto Adige;1;0.398916893;0.199458446;7.991412422;22.0721432;17.26465599;10.26391374
5985;46.57714974;11.29106505;5160750;1675575;Ovest;0041;Alto Adige;2;0;0;8.736420835;1.647540459;33.63869336;57.86265605
6148;46.5681539;10.52169137;5158325;1616642;Ovest;0041;Alto Adige;24;4.336648944;2.168324472;14.06120162;7.872185988;6.408980038;3.285823036
6171;46.5681539;10.82169154;5158812;1639633;Ovest;0041;Alto Adige;24;2.4707781;1.23538905;2.240371529;8.228615982;27.19077018;16.2679369
6203;46.5681539;11.23908307;5159636;1671620;Ovest;0041;Alto Adige;14;0;0;5.727780365;3.778730856;17.40565912;29.14570271
6435;46.55915805;11.33057287;5158840;1678661;Ovest;0041;Alto Adige;24;4.589997155;2.294998578;11.29000286;4.444886407;35.8194883;37.5533912
6676;46.55016218;11.39595406;5157990;1683703;Ovest;0041;Alto Adige;14;1.073832621;0.536916311;4.278848422;0;32.2791377;31.15096424
6740;46.55016218;12.23046125;5160273;1747674;Ovest;005;Veneto;2;0;0;3.174767225;19.04356396;69.31342639;76.88244026
6913;46.5411663;11.14842511;5156444;1664754;Ovest;0041;Alto Adige;8;3.335263868;1.667631934;4.224036779;3.113000221;30.1638841;36.82299052
7052;46.5411663;12.96057105;5156222;2363634;Est;006;Friuli-Venezia Giulia;2;0;0;3.065329755;29.24442855;38.30743564;42.30406869
7064;46.5411663;13.1170153;5155924;2375629;Est;006;Friuli-Venezia Giulia;3;1.790405024;0.895202512;4.518813091;0.109603846;33.09737774;20.92193488
9492;46.46020272;11.33260643;5147850;1679142;Ovest;0041;Alto Adige;9;1.696342079;0.848171039;4.711314268;28.41467598;35.27263074;24.58226213
9496;46.46020272;11.38467716;5147969;1683140;Ovest;0041;Alto Adige;3;0;0;3.720019296;19.16955527;29.64434075;33.92955246
9577;46.46020272;12.43910954;5150954;1764104;Ovest;005;Veneto;2;1.649952817;0.824976408;5.228017462;0;23.32106451;19.43289177
9875;46.4512067;12.42609614;5149911;1763148;Ovest;005;Veneto;2;0.173845957;0.086922978;0.852320738;0.502228363;33.58849444;39.09407415
9889;46.4512067;12.6083137;5146984;2336323;Est;006;Friuli-Venezia Giulia;1;0;0;0.075253326;0;46.66909684;47.58027213
9946;46.4512067;13.3501995;5145528;2393299;Est;006;Friuli-Venezia Giulia;4;2.286117991;1.143058995;5.660701873;7.32539326;75.66803317;106.5186605
10086;46.44221066;11.21585443;5145592;1670233;Ovest;0041;Alto Adige;8;0.071956108;0.035978054;12.73861088;36.84421144;23.01467197;52.83791391
10138;46.44221066;11.89255112;5147272;1722211;Ovest;005;Veneto;14;0.93568312;0.46784156;7.72288575;47.90760513;5.828517377;5.672670992
10193;46.44221066;12.608288;5145985;2336291;Est;006;Friuli-Venezia Giulia;1;0.302650875;0.151325438;0;13.61032843;73.42502734;37.9412555
10211;46.44221066;12.84252916;5145467;2354283;Est;006;Friuli-Venezia Giulia;2;1.300678606;0.650339303;3.576935926;0.180431801;30.33968149;33.45020556
10323;46.43321461;10.33129244;5143067;1602304;Ovest;003;Lombardia;2;0.262940073;0.131470037;70.05412594;0;26.12430798;45.62134702
10509;46.43321461;12.75138612;5144663;2347254;Est;006;Friuli-Venezia Giulia;1;3.489814679;1.744907339;5.597046362;30.44143038;17.51414338;15.9598233
10521;46.43321461;12.90752119;5144333;2359248;Est;006;Friuli-Venezia Giulia;8;4.809865617;2.404932809;6.955416789;0.486862403;31.30426961;44.18278143
10705;46.42421854;11.39838883;5144002;1684314;Ovest;0041;Alto Adige;2;1.042324358;0.521162179;13.88308533;64.11035215;20.6061714;36.26308419
10966;46.41522246;11.04737375;5142244;1657369;Ovest;0042;Trentino;1;4.54846122;2.27423061;3.890591003;14.32973771;34.80195186;72.35012492
10979;46.41522246;11.21646445;5142595;1670364;Ovest;0041;Alto Adige;8;1.03085063;0.515425315;6.977722945;4.190439867;71.47693913;51.23664834
11003;46.41522246;11.52863188;5143314;1694354;Ovest;0041;Alto Adige;2;0.100102115;0.050051058;6.812062139;20.25129974;22.71135238;24.21806082
11261;46.40622637;11.11262888;5141376;1662411;Ovest;0042;Trentino;4;0.382230845;0.191115422;9.763517615;7.326563315;61.55904844;28.67312954
11398;46.40622637;12.89429172;5141362;2358152;Est;006;Friuli-Venezia Giulia;4;1.959715662;0.979857831;1.040029576;0.225610764;44.35118717;84.38086253
11440;46.40622637;13.44049493;5140389;2400135;Est;006;Friuli-Venezia Giulia;2;0;0;0.542930242;10.35674577;34.77080246;33.89777825
11558;46.39723026;11.21687063;5140596;1670451;Ovest;0041;Alto Adige;12;6.782517904;3.391258952;7.846787727;52.87991527;8.075284551;10.25561138
11585;46.39723026;11.56794356;5141413;1697440;Ovest;0041;Alto Adige;24;34.32602542;17.16301271;10.10415602;113.9420137;39.3169125;52.84493132
11591;46.39723026;11.64595976;5141610;1703437;Ovest;0042;Trentino;2;0.582021164;0.291010582;6.498620554;4.741408057;35.20708548;40.59264997
11632;46.39723026;12.1790705;5143121;1744419;Ovest;005;Veneto;1;2.591859005;1.295929503;7.04180568;8.354588297;46.94831595;56.1324762
12282;46.379238;13.14104398;5137888;2377048;Est;006;Friuli-Venezia Giulia;14;1.00090015;0.500450075;2.669435055;6.236527921;33.5293828;54.15379721
12476;46.37024185;11.85429765;5139169;1719561;Ovest;005;Veneto;2;0.476637258;0.238318629;6.130842546;17.5325847;35.49064868;22.97280081
12696;46.36124568;10.84085115;5135856;1641637;Ovest;0042;Trentino;1;0.734725394;0.367362697;12.10011071;32.72372141;0;0
12733;46.36124568;11.32163514;5136829;1678622;Ovest;0041;Alto Adige;12;0.15115216;0.07557608;4.440602386;11.75420636;33.48324793;0
12794;46.36124568;12.11427901;5138924;1739596;Ovest;005;Veneto;1;2.721244547;1.360622273;3.854489789;0.509284484;34.65998429;34.75903479
12869;46.36124568;13.08884115;5135984;2372985;Est;006;Friuli-Venezia Giulia;4;5.612971431;2.806485716;3.176662298;0.394155267;35.70017995;34.0930843
13446;46.3432533;12.71192519;5134754;2343933;Est;006;Friuli-Venezia Giulia;3;3.464135293;1.732067646;10.58119194;56.82953665;28.32774039;34.35297375
13602;46.3342571;10.72475405;5132655;1632772;Ovest;0042;Trentino;1;1.927547195;0.963773597;26.78141766;11.36921856;38.67639998;43.83006145
13611;46.3342571;10.84164396;5132858;1641768;Ovest;0042;Trentino;1;3.850782788;1.925391394;11.34058544;8.462852767;26.69327633;27.59760021
13623;46.3342571;10.99749718;5133150;1653763;Ovest;0042;Trentino;9;1.949099233;0.974549617;4.008725907;1.497346525;49.7166868;30.49767163
13661;46.3342571;11.49103237;5134227;1691748;Ovest;0042;Trentino;2;2.531332071;1.265666035;7.353778712;50.56648986;28.83677262;12.3188148
13717;46.3342571;12.21834739;5136246;1747723;Ovest;005;Veneto;4;2.596173809;1.298086905;4.913294559;64.67230183;31.74860405;17.89772691
13746;46.3342571;12.59499267;5134021;2334905;Est;006;Friuli-Venezia Giulia;8;2.686920771;1.343460386;5.3536067;31.02319342;11.35886256;16.82240557
13772;46.3342571;12.93267465;5133287;2360894;Est;006;Friuli-Venezia Giulia;12;6.780567956;3.390283978;0.533648086;15.55845384;38.8812037;0
14284;46.31626464;11.4783639;5132197;1690836;Ovest;0042;Trentino;24;1.895339536;0.947669768;7.684168525;10.13109847;36.71365103;43.07600995
14537;46.30726838;10.67367764;5129572;1628904;Ovest;0042;Trentino;2;0;0;4.652539495;27.97261975;33.5898983;24.9803855
14551;46.30726838;10.85541701;5129884;1642898;Ovest;0042;Trentino;2;0.57930203;0.289651015;2.552549151;3.250395082;23.41485348;18.75350141
14569;46.30726838;11.08908192;5130333;1660891;Ovest;0042;Trentino;4;0.250119431;0.125059715;3.587284243;10.54675255;82.93930391;60.97503631
14621;46.30726838;11.76411388;5131925;1712869;Ovest;0042;Trentino;2;0.598932706;0.299466353;1.506670299;22.49823923;93.7349234;55.6490343
14746;46.30726838;13.38678686;5129477;2395783;Est;006;Friuli-Venezia Giulia;14;0.360356188;0.180178094;0;9.012961969;40.22624741;53.63032179
14889;46.29827212;11.1412222;5129441;1664933;Ovest;0042;Trentino;3;0.172406834;0.086203417;9.426396107;48.31380573;45.62371413;25.38262579
14907;46.29827212;11.37484883;5129953;1682926;Ovest;0042;Trentino;4;0;0;10.53544492;13.81394837;49.52300298;30.46586463
15093;46.28927584;9.35059253;5126270;1527031;Ovest;003;Lombardia;11;0.672199507;0.336099753;6.151801996;17.12220315;35.89998178;43.75944368
15193;46.28927584;10.89487131;5127957;1645984;Ovest;0042;Trentino;1;2.594034203;1.297017101;4.658135465;5.847088175;36.77832503;46.25590822
15208;46.28927584;11.0895283;5128335;1660979;Ovest;0042;Trentino;12;3.782824236;1.891412118;8.536300513;3.512993521;31.49657497;65.6274392
15549;46.28027954;11.24545143;5127663;1673017;Ovest;0041;Alto Adige;4;0.4429618;0.2214809;5.822221909;32.3119863;33.09442316;1.321373102
15805;46.27128324;10.23376381;5124951;1595091;Ovest;003;Lombardia;14;0.245058738;0.122529369;4.150846602;5.170380903;24.34304836;32.94192651
16000;46.27128324;12.76347647;5126644;2347674;Est;006;Friuli-Venezia Giulia;5;0;0;3.632174102;12.42013347;25.20131702;14.44346038
16041;46.27128324;13.29536478;5125625;2388657;Est;006;Friuli-Venezia Giulia;13;1.870072175;0.935036088;2.911913052;0.510446839;47.6132301;79.45541334
16066;46.26228691;8.31445371;5123439;1447193;Ovest;001;Piemonte;13;1.784192835;0.892096417;0.976694457;3.280206178;65.00451108;31.3844014
16144;46.26228691;10.23412669;5123952;1595135;Ovest;003;Lombardia;7;2.717497919;1.35874896;4.123061441;10.21459401;29.87444293;22.09075443
16235;46.26228691;11.41446615;5126047;1686099;Ovest;0042;Trentino;2;0.304086512;0.152043256;11.78483553;22.43577046;25.35864551;19.56870416
16323;46.26228691;12.55589333;5126117;2331649;Est;006;Friuli-Venezia Giulia;3;3.343921973;1.671960986;3.908116327;36.73209234;10.78898018;0.42616036
16532;46.25329058;10.86995286;5123913;1644159;Ovest;0042;Trentino;1;0.011800802;0.005900401;3.048607597;29.33449861;0;5.293339578
16740;46.24429423;8.27690704;5121465;1444281;Ovest;001;Piemonte;2;0.326105081;0.16305254;13.302665;2.757382222;49.28376857;74.7879048
17058;46.24429423;13.30791769;5122606;2389561;Est;006;Friuli-Venezia Giulia;14;3.081813323;1.540906661;0.727964353;0.212559083;26.63499094;35.22208406
17226;46.23529786;11.05197167;5122261;1658241;Ovest;0042;Trentino;13;0.544254177;0.272127088;4.236849953;0;35.21580824;46.25973258
17361;46.23529786;12.80216611;5122562;2350544;Est;006;Friuli-Venezia Giulia;8;3.954931878;1.977465939;4.442552177;19.21846109;0;0
17641;46.22630148;12.01140952;5123624;1732253;Ovest;005;Veneto;13;0.167225995;0.083612997;1.096546475;0.430528651;28.60441375;14.78995751
17766;46.21730509;8.36967422;5118406;1451409;Ovest;001;Piemonte;2;1.314823197;0.657411599;2.435528691;4.519379722;35.71157452;53.93277967
18125;46.20830868;8.46104712;5117354;1458450;Ovest;001;Piemonte;1;1.194919298;0.597459649;0;13.36952391;7.146904767;0
18286;46.20830868;11.22111226;5119614;1671366;Ovest;0042;Trentino;9;2.099935636;1.049967818;3.149467462;13.80021961;31.66574647;45.30110642
18302;46.20830868;11.42844109;5120083;1687359;Ovest;0042;Trentino;24;11.32068389;5.660341946;5.578783002;33.70233364;60.79081702;74.29327485
18414;46.20830868;12.87974295;5119401;2356446;Est;006;Friuli-Venezia Giulia;11;2.96886954;1.48443477;2.828057759;0.33780727;56.75579194;43.74958382
18448;46.20830868;13.32031672;5118587;2390432;Est;006;Friuli-Venezia Giulia;11;4.083356537;2.041678268;2.398648855;0;30.97722124;27.7200287
18547;46.19931226;9.91276351;5116619;1570450;Ovest;003;Lombardia;24;11.31931363;5.659656813;3.809096711;0;17.34971337;18.49725652
18643;46.19931226;11.15653349;5118477;1666411;Ovest;0042;Trentino;12;4.549673397;2.274836699;2.083909211;1.329585134;60.59407179;109.9138898
18846;46.19031582;8.39758053;5115390;1453539;Ovest;001;Piemonte;2;0;0;0;7.517288594;17.05023755;19.01608948
19113;46.19031582;12.49098869;5118276;2326394;Est;006;Friuli-Venezia Giulia;5;0;0;0.395372631;0;32.78389373;39.16847261
19270;46.18131937;9.77112318;5114504;1559541;Ovest;003;Lombardia;4;1.780149093;0.890074547;2.500738788;1.540847237;31.50701651;62.66443079
19388;46.18131937;11.299425;5116787;1677494;Ovest;0042;Trentino;2;1.208241832;0.604120916;7.415236251;40.90029218;30.32165572;34.19281579
19494;46.18131937;12.6723063;5116850;2340356;Est;006;Friuli-Venezia Giulia;5;0.937836378;0.468918189;3.511617453;0.089715754;39.42612915;82.27132038
19833;46.17232291;12.24493365;5118338;1750507;Ovest;005;Veneto;12;0.153986071;0.076993035;1.166838617;39.94147695;21.93317092;14.19230071
19884;46.17232291;12.90536317;5115350;2358316;Est;006;Friuli-Venezia Giulia;19;3.255503658;1.627751829;2.414980812;0.22356667;38.93430902;46.88330529
20049;46.16332643;10.14747446;5112856;1588616;Ovest;003;Lombardia;1;4.853430346;2.426715173;5.394473508;7.88977346;35.14557729;35.13330421
20319;46.16332643;13.64329607;5113114;2415262;Est;006;Friuli-Venezia Giulia;11;5.565112197;2.782556098;1.155817448;0.364070223;31.31542802;57.4574198
20320;46.16332643;13.65624355;5113097;2416261;Est;006;Friuli-Venezia Giulia;9;7.425868584;3.712934292;2.228752704;0.087524204;36.42738411;15.29555312
20434;46.15432993;10.18668616;5111901;1591658;Ovest;003;Lombardia;3;0;0;17.80204459;68.44535603;24.907011;27.14394187
20615;46.15432993;12.52979949;5114183;2329264;Est;006;Friuli-Venezia Giulia;8;3.058315063;1.529157532;3.879156946;5.888416984;44.96769521;39.05000964
20645;46.15432993;12.91816081;5113324;2359252;Est;006;Friuli-Venezia Giulia;19;0;0;0.388391842;0.036137426;36.94459939;47.39117927
20862;46.14533343;10.76950231;5111740;1636684;Ovest;0042;Trentino;14;0.202118966;0.101059483;3.240114273;0.986646564;30.19564943;38.04704287
21004;46.14533343;12.60744644;5113000;2335230;Est;006;Friuli-Venezia Giulia;12;0.064760497;0.032380249;2.118606616;3.627110745;55.40864184;17.34899955
21289;46.1363369;11.31330509;5111821;1678711;Ovest;0042;Trentino;2;1.154711228;0.577355614;5.507738863;20.93007526;18.49971351;16.21163128
21693;46.12734037;11.5075763;5111276;1693748;Ovest;0042;Trentino;24;3.13798953;1.568994765;6.190528152;35.52871416;39.2068843;73.78683429
21821;46.12734037;13.16377518;5109859;2378149;Est;006;Friuli-Venezia Giulia;11;0.730498407;0.365249203;2.116394687;1.809245935;37.96216187;59.96405836
21931;46.11834382;9.52837703;5107353;1540852;Ovest;003;Lombardia;8;0.414179357;0.207089678;5.766359359;31.72388471;34.96427443;43.98565286
21949;46.11834382;9.76124209;5107500;1558845;Ovest;003;Lombardia;2;4.33319568;2.16659784;3.452089501;16.78852828;41.45342971;45.97337326
21964;46.11834382;9.9552963;5107662;1573839;Ovest;003;Lombardia;1;0.558383113;0.279191556;4.869555684;79.80905941;21.4686895;19.91913158
21993;46.11834382;10.33046779;5108079;1602829;Ovest;003;Lombardia;14;0.344525844;0.172262922;0.684554149;0;34.61761263;45.87702908
22059;46.11834382;11.18430634;5109539;1668802;Ovest;0042;Trentino;4;0.822602225;0.411301113;5.516854875;7.511373846;38.06804911;32.17415461
22106;46.11834382;11.79234289;5111011;1715783;Ovest;0042;Trentino;2;0;0;0.027459891;12.28664883;61.8658359;43.53910176
22229;46.11834382;13.38358746;5108490;2395109;Est;006;Friuli-Venezia Giulia;20;0.435150435;0.217575218;0.99663531;1.483996225;21.06790387;29.22372274
22277;46.10934725;8.48113047;5106348;1459928;Ovest;001;Piemonte;8;7.955913212;3.977956606;0.643726094;0.10576028;47.29106756;42.94001306
22330;46.10934725;9.5159179;5106347;1539896;Ovest;003;Lombardia;3;0.762051176;0.381025588;3.854684968;29.56717731;62.21356049;71.78346107
22362;46.10934725;9.92983287;5106639;1571884;Ovest;003;Lombardia;1;3.783513864;1.891756932;2.502161705;28.65109602;33.18854686;41.30199214
22469;46.10934725;11.31386105;5108823;1678842;Ovest;0042;Trentino;13;5.742722381;2.871361191;8.83344169;5.410528645;35.49230066;21.67696121
22542;46.10934725;12.25810458;5111383;1751811;Ovest;005;Veneto;11;0.910964325;0.455482163;1.225828396;0.220774153;25.7786884;34.36622836
22545;46.10934725;12.29690911;5111506;1754809;Ovest;005;Veneto;14;0;0;1.889399371;0.469211677;29.84871315;38.17321431
22558;46.10934725;12.46506207;5112059;1767803;Ovest;005;Veneto;8;5.738874955;2.869437477;9.639093479;21.34889838;50.03192589;47.0298148
22628;46.10934725;13.37050106;5107511;2394078;Est;006;Friuli-Venezia Giulia;19;0;0;0.531742667;0;42.44377592;68.37918406
22638;46.10934725;13.49984949;5107314;2404073;Est;006;Friuli-Venezia Giulia;12;4.110897524;2.055448762;1.040375389;1.542865618;36.7515085;46.19669773
22725;46.10035068;9.45173179;5105318;1534942;Ovest;003;Lombardia;3;0.830754263;0.415377131;0.911203669;1.068492286;49.47632148;56.62385698
22858;46.10035068;11.17178607;5107513;1667889;Ovest;0042;Trentino;14;1.943965756;0.971982878;6.574403939;1.514830993;34.41288942;39.18260336
22898;46.10035068;11.68909563;5108736;1707873;Ovest;0042;Trentino;2;0.299046899;0.14952345;11.11646424;44.26824402;44.1419883;36.95099422
23483;46.08235748;8.44428165;5103369;1457059;Ovest;001;Piemonte;1;0;0;0.761137054;5.656600734;44.21285657;66.15962205
23498;46.08235748;8.63820967;5103282;1472053;Ovest;001;Piemonte;9;5.011073643;2.505536822;1.439246972;5.035934011;44.17324352;78.86071956
23760;46.08235748;12.29698481;5108508;1754940;Ovest;005;Veneto;2;2.185510501;1.09275525;16.12624592;19.77914533;37.70403165;39.47141262
23767;46.08235748;12.38748455;5108802;1761936;Ovest;005;Veneto;3;5.14329405;2.571647025;4.982415981;26.20001126;46.44673528;59.55439492
23935;46.07336085;9.25929823;5102252;1520078;Ovest;003;Lombardia;11;2.173992497;1.086996249;2.80137144;24.48118052;56.66998859;57.13528451
24105;46.07336085;11.45679187;5105156;1690010;Ovest;0042;Trentino;11;0.134701834;0.067350917;5.191077307;7.450261888;25.63330619;36.89182894
24107;46.07336085;11.48264473;5105218;1692009;Ovest;0042;Trentino;13;0.809469879;0.40473494;2.716920491;6.39299193;41.82445258;41.16193755
