idpunto;idce;SPcod;ETAce;DEcod;FEha;Dce;Hce;Vce;Wce
45519;1;500;2;5;18.84445784;53.5;0.14;0.031472083;0.00965672
234128;1;308;2;2;18.84445784;15.5;0.31;0.005849449;0.002891299
234128;2;308;2;3;18.84445784;10;0.075;0.000589049;0.000265043
234128;3;308;2;2;18.84445784;12;0.155;0.001753009;0.000866487
234128;4;308;2;2;18.84445784;14;0.17;0.002616947;0.001293519
234128;5;308;2;4;18.84445784;15;0.195;0.003445934;0.001414319
234128;6;308;2;3;18.84445784;14.5;0.14;0.002311819;0.001040207
266463;3;490;2;2;18.84445784;14;0.06;0.000923628;0.000456536
193636;1;42;2;5;18.84445784;28;0.115;0.00708115;0.001920328
193636;2;42;2;5;18.84445784;10;0.11;0.000863938;0.00023429
193636;3;42;2;4;18.84445784;19.5;0.19;0.005674305;0.00195616
193636;4;42;2;4;18.84445784;35.5;0.205;0.02029086;0.006995069
193636;5;42;2;3;18.84445784;18.5;0.205;0.005510452;0.002187521
193636;6;42;2;4;18.84445784;29.5;0.24;0.016403826;0.005655054
193636;7;42;2;3;18.84445784;19.5;0.115;0.003434448;0.001363396
193636;8;42;2;4;18.84445784;10;0.04;0.000314159;0.000108303
73111;1;80;2;5;18.84445784;21.5;0.265;0.009620833;0.002609061
73111;2;80;2;5;18.84445784;30.5;0.175;0.012785791;0.003467362
73111;3;120;2;5;18.84445784;27;0.145;0.008302051;0.002251423
73111;4;510;2;4;18.84445784;9.5;0.07;0.000496175;0.000203646
73111;5;614;2;4;18.84445784;11;0.06;0.000570199;0.000234028
73111;6;80;2;2;18.84445784;19.5;0.115;0.003434448;0.001548569
73111;7;510;2;4;18.84445784;10;0.11;0.000863938;0.000354587
73111;8;120;2;5;18.84445784;35.5;0.19;0.018806163;0.005100019
73111;9;510;2;5;18.84445784;14.5;0.34;0.005614419;0.001722697
73111;10;80;2;5;18.84445784;33;0.135;0.011546531;0.003131289
73111;11;321;2;5;18.84445784;11.5;0.175;0.001817706;0.000557735
73111;12;321;2;5;18.84445784;11;0.16;0.001520531;0.000466551
73111;13;614;2;5;18.84445784;10;0.165;0.001295907;0.000397629
73111;14;510;2;5;18.84445784;38.5;0.195;0.02270105;0.006965465
73111;15;120;2;4;18.84445784;39.5;0.335;0.041051486;0.014152086
73111;16;120;2;5;18.84445784;34.5;0.23;0.021500864;0.005830792
73111;17;120;2;5;18.84445784;16.5;0.21;0.004490318;0.001217724
73111;18;120;2;5;18.84445784;22.5;0.19;0.007554549;0.002048708
73111;19;80;2;4;18.84445784;35;0.305;0.029344439;0.010116199
73111;20;614;2;4;18.84445784;15;0.175;0.003092505;0.001269261
73111;21;80;2;4;18.84445784;24.5;0.2;0.009428705;0.003250451
73111;22;120;2;5;18.84445784;28.5;0.165;0.010526004;0.002854534
73111;23;120;2;5;18.84445784;34;0.155;0.014072764;0.003816375
73111;24;120;2;5;18.84445784;40;0.26;0.032672564;0.008860431
73111;25;80;2;5;18.84445784;39.5;0.11;0.013479592;0.003655513
73111;26;614;2;4;18.84445784;13.5;0.305;0.004365734;0.001791834
103923;1;80;2;3;18.84445784;59.5;0.415;0.115390993;0.045807547
55204;1;280;2;4;18.84445784;74;0.25;0.107521009;0.044129988
55204;2;280;1;1;18.84445784;25.5;0.075;0.003830289;0.001958576
55204;3;280;2;3;18.84445784;45;0.515;0.081907211;0.036854271
55204;4;280;2;3;18.84445784;35;0.335;0.032230777;0.014502286
55204;5;280;2;4;18.84445784;132.5;0.35;0.482602628;0.198075229
66285;1;440;2;4;18.84445784;21;0.115;0.003983147;0.001634808
66285;2;440;2;4;18.84445784;16;0.115;0.002312212;0.000949004
66285;3;302;2;4;18.84445784;55.5;0.1;0.024192227;0.009929247
66285;4;302;2;1;18.84445784;36.5;0.09;0.00941712;0.004815341
66285;5;440;2;3;18.84445784;28.5;0.115;0.007336306;0.003300982
66285;6;440;2;3;18.84445784;36.5;0.14;0.014648854;0.006591274
66285;7;350;2;3;18.84445784;32.5;0.115;0.009540133;0.004292597
66285;8;440;2;3;18.84445784;16.5;0.125;0.002672808;0.001202634
66285;9;500;2;3;18.84445784;35.5;0.155;0.01534187;0.006903097
66285;10;500;2;3;18.84445784;18.5;0.075;0.002016019;0.000907111
126699;1;330;2;3;18.84445784;15;0.1;0.001767146;0.00079513
126699;2;330;2;4;18.84445784;12;0.06;0.000678584;0.000278512
126699;3;330;2;5;18.84445784;31;0.03;0.002264303;0.000694766
126699;4;330;2;5;18.84445784;32.5;0.03;0.00248873;0.000763628
126699;5;510;2;4;18.84445784;33.5;0.41;0.036137937;0.014832141
126699;6;90;2;2;18.84445784;25.5;0.135;0.00689452;0.003108691
126699;7;90;2;1;18.84445784;25.5;0.195;0.009958751;0.004575808
126699;8;90;2;3;18.84445784;24.5;0.185;0.008721552;0.003462254
126699;9;90;2;2;18.84445784;24.5;0.135;0.006364376;0.002869653
126699;10;90;2;3;18.84445784;22;0.135;0.005131792;0.002037202
126699;11;90;2;2;18.84445784;21;0.2;0.006927212;0.003123432
126699;12;90;2;4;18.84445784;11.5;0.11;0.001142558;0.000393885
126699;13;90;2;1;18.84445784;16;0.07;0.001407434;0.000646682
126699;14;90;2;3;18.84445784;60;0.22;0.062203535;0.02469336
126699;15;49;2;3;18.84445784;30.5;0.15;0.01095925;0.004350568
126699;16;49;2;4;18.84445784;47.5;0.225;0.039871229;0.013745204
126699;17;90;2;2;18.84445784;53;0.305;0.067288595;0.030339958
126699;18;90;2;3;18.84445784;23.5;0.15;0.006506042;0.002582748
126699;19;330;2;2;18.84445784;19;0.1;0.002835287;0.001401442
126699;20;330;2;3;18.84445784;20;0.06;0.001884956;0.000848139
126699;21;330;2;2;18.84445784;14;0.14;0.002155133;0.001065251
126699;22;330;2;3;18.84445784;16.5;0.115;0.002458983;0.001106423
126699;23;330;2;4;18.84445784;22.5;0.06;0.002385647;0.000979144
201784;1;311;2;1;199.044586;13.5;0.125;0.001789235;0.000914906
201784;2;311;2;1;199.044586;9.5;0.035;0.000248088;0.000126857
201784;3;311;2;1;199.044586;17;0.1;0.002269801;0.001160638
201784;4;311;2;1;199.044586;19;0.095;0.002693523;0.001377303
201784;5;311;2;1;199.044586;13.5;0.055;0.000787263;0.000402559
201784;6;251;2;1;199.044586;14.5;0.11;0.00181643;0.000928811
201784;7;311;2;1;199.044586;9;0.015;9.54259E-05;4.8795E-05
201784;8;311;2;1;199.044586;9.5;0.075;0.000531616;0.000271836
201784;9;311;2;1;199.044586;22.5;0.085;0.003379666;0.001728155
201784;10;251;2;1;199.044586;11;0.065;0.000617716;0.000315862
42115;1;260;2;1;18.84445784;12.5;0.08;0.000981748;0.000502006
42115;2;260;2;1;18.84445784;20;0.055;0.001727876;0.00088353
42115;3;260;2;1;18.84445784;22.5;0.055;0.002186843;0.001118218
42115;4;260;2;2;18.84445784;31;0.08;0.006038141;0.002984567
24688;1;350;2;2;18.84445784;44;0.26;0.039533802;0.019540994
24688;2;350;2;2;18.84445784;26.5;0.13;0.007170096;0.003544076
24688;3;280;2;1;18.84445784;37;0.23;0.024729832;0.012645328
24688;4;280;2;1;18.84445784;27;0.1;0.005725553;0.002927698
24688;5;280;2;1;18.84445784;32;0.19;0.015280707;0.007813621
24688;6;307;2;1;18.84445784;15;0.16;0.002827433;0.001445777
24688;7;462;2;2;18.84445784;11;0.09;0.000855299;0.000422762
24688;8;462;2;2;18.84445784;10;0.31;0.002434734;0.001203454
26742;1;280;2;4;18.84445784;34;0.14;0.012710884;0.005216945
170883;1;352;2;2;18.84445784;13;0.185;0.002455547;0.001213742
179182;1;300;2;3;18.84445784;29;0.135;0.008917018;0.004012225
179182;2;260;2;3;18.84445784;38.5;0.14;0.01629819;0.007333395
14145;6;80;2;5;18.84445784;43;0.355;0.051553143;0.013980631
49394;7;440;2;4;18.84445784;15;0.25;0.004417865;0.00181323
54800;17;250;1;1;18.84445784;24;0.085;0.003845309;0.001966257
54800;24;402;1;1;18.84445784;48.5;0.3;0.055423585;0.028340241
27559;1;330;2;4;18.84445784;47.5;0.105;0.018606573;0.00763672
50326;4;440;1;1;18.84445784;34.5;0.08;0.007478561;0.00382408
50326;6;440;1;1;18.84445784;30;0.38;0.026860617;0.013734881
50326;7;440;2;2;18.84445784;18.5;0.095;0.002553624;0.00126222
154874;1;300;1;1;18.84445784;12.5;0.95;0.011658254;0.00596132
126445;1;280;2;4;18.84445784;41;0.185;0.024424705;0.010024664
126445;2;280;2;4;18.84445784;11;0.1;0.000950332;0.000390046
126445;3;280;2;4;18.84445784;52;1.05;0.222990247;0.091522179
48458;5;307;2;3;18.84445784;27.5;0.1;0.005939574;0.00267252
85369;1;440;2;2;18.84445784;24.5;0.095;0.004478635;0.002213725
85369;2;440;2;2;18.84445784;16.5;0.05;0.001069123;0.000528452
85369;3;360;2;3;18.84445784;19;0.1;0.002835287;0.001275742
85369;4;440;2;2;18.84445784;24;0.125;0.005654867;0.00279512
85369;5;440;2;3;18.84445784;23;0.315;0.013087482;0.005888732
85369;6;440;2;2;18.84445784;27.5;0.04;0.002375829;0.001174339
85369;7;440;2;2;18.84445784;23;0.16;0.00664761;0.003285819
85369;8;440;2;3;18.84445784;23;0.14;0.005816659;0.002617214
85369;9;440;2;3;18.84445784;13.5;0.155;0.002218652;0.000998286
85369;10;440;2;3;18.84445784;23.5;0.13;0.00563857;0.002537083
85369;11;440;2;3;18.84445784;21.5;0.13;0.004719654;0.002123615
85369;12;440;2;3;18.84445784;17.5;0.175;0.004209243;0.001893955
85369;13;440;2;3;18.84445784;14;0.14;0.002155133;0.000969705
26165;1;625;2;1;18.84445784;11.5;0.09;0.00093482;0.00047801
26165;2;440;2;2;18.84445784;16;0.085;0.001709026;0.000844747
26165;3;402;2;1;18.84445784;31;0.2;0.015095353;0.007718843
26165;4;510;2;3;18.84445784;15.5;0.17;0.003207762;0.001443337
26165;5;510;2;5;18.84445784;23;0.06;0.002492854;0.000764894
26165;6;510;2;4;18.84445784;20;0.245;0.007696902;0.00315905
26165;7;352;2;3;18.84445784;24.5;0.13;0.006128658;0.002757599
26165;8;352;2;3;18.84445784;10;0.135;0.001060288;0.000477078
26165;9;352;2;2;18.84445784;16.5;0.08;0.001710597;0.000845524
26165;10;352;2;2;18.84445784;11.5;0.07;0.000727082;0.000359386
26165;11;352;2;2;18.84445784;19;0.07;0.001984701;0.000981009
26165;12;352;2;3;18.84445784;13;0.135;0.001791886;0.000806262
26165;13;510;2;2;18.84445784;18.5;0.075;0.002016019;0.000996489
26165;14;400;2;2;18.84445784;14.5;0.055;0.000908215;0.000448918
26165;15;400;2;2;18.84445784;17.5;0.08;0.001924226;0.000951117
119004;1;311;2;2;18.84445784;29;0.155;0.010238058;0.005060526
119004;2;260;2;2;18.84445784;10;0.13;0.001021018;0.000504674
129542;1;300;2;1;18.84445784;23.5;0.035;0.001518076;0.000776252
129542;2;300;2;1;18.84445784;23;0.065;0.002700592;0.001380918
129542;3;300;2;1;18.84445784;20;0.03;0.000942478;0.000481926
129542;4;300;2;1;18.84445784;16;0.03;0.000603186;0.000308432
129542;5;300;2;1;18.84445784;15;0.05;0.000883573;0.000451805
129542;6;300;2;1;18.84445784;21;0.085;0.002944065;0.001505415
129542;7;300;2;1;18.84445784;13;0.05;0.000663661;0.000339356
129542;8;300;2;1;18.84445784;18.5;0.06;0.001612815;0.000824695
42429;5;280;1;1;18.84445784;92.5;0.15;0.100800946;0.051543456
50544;10;350;1;1;18.84445784;12;0.12;0.001357168;0.000693973
50544;11;51;1;1;18.84445784;28.5;0.335;0.021370979;0.009819453
50544;12;350;1;1;18.84445784;20.5;0.15;0.004950954;0.002531616
50544;13;51;1;1;18.84445784;41;0.105;0.01386267;0.006369565
50544;14;20;1;1;18.84445784;11.5;0.065;0.000675148;0.000310214
50544;15;260;1;1;18.84445784;12;0.1;0.001130973;0.000578311
50544;16;20;1;1;18.84445784;13.5;0.065;0.000930402;0.000427498
50544;17;51;1;1;18.84445784;33;0.215;0.01838892;0.008449269
50544;18;51;1;1;18.84445784;20.5;0.07;0.002310445;0.001061594
50544;19;51;2;4;18.84445784;16;0.18;0.003619115;0.001247653
50544;20;51;1;1;18.84445784;26.5;0.23;0.012685555;0.005828709
52800;1;260;2;4;18.84445784;10.5;0.54;0.004675868;0.001919123
197449;1;49;2;2;18.84445784;23;0.07;0.002908329;0.001311345
22083;1;20;2;2;18.84445784;72.5;0.5;0.206412455;0.093069937
22083;2;20;2;5;18.84445784;27.5;0.275;0.016333827;0.00442955
22083;3;20;2;5;18.84445784;22;0.175;0.006652322;0.001804035
22083;4;20;2;5;18.84445784;28.5;0.215;0.013715703;0.003719544
22083;5;20;2;5;18.84445784;15.5;0.2;0.003773838;0.001023422
22083;6;20;2;5;18.84445784;37.5;0.16;0.017671459;0.0047923
22083;7;20;2;5;18.84445784;25.5;0.155;0.00791593;0.002146711
22083;8;20;2;5;18.84445784;20.5;0.15;0.004950954;0.001342643
22083;9;20;2;5;18.84445784;29;0.075;0.004953899;0.001343442
22083;10;20;2;5;18.84445784;33;0.13;0.011118882;0.003015315
22083;11;20;2;5;18.84445784;18.5;0.035;0.000940809;0.000255137
22083;12;10;2;3;18.84445784;24.5;0.06;0.002828611;0.001122893
22083;13;10;2;3;18.84445784;15.5;0.025;0.00047173;0.000187266
22083;14;20;2;4;18.84445784;25;0.27;0.013253594;0.004569043
22083;15;20;2;4;18.84445784;23;0.21;0.008724988;0.003007852
22083;16;10;2;1;18.84445784;20;0.015;0.000471239;0.000216523
22083;17;20;2;5;18.84445784;39.5;0.14;0.017155845;0.004652472
22083;18;20;2;3;18.84445784;36;0.05;0.00508938;0.002020366
22083;19;20;2;2;18.84445784;33;0.115;0.009835934;0.004434954
116665;1;10;2;5;18.84445784;53;0.525;0.115824631;0.031410334
116665;2;10;2;5;18.84445784;50.5;0.31;0.062091812;0.016838599
116665;3;10;2;2;18.84445784;23.5;0.155;0.00672291;0.003031313
116665;4;10;2;2;18.84445784;13;0.045;0.000597295;0.000269316
116665;5;10;2;3;18.84445784;12;0.065;0.000735133;0.000291831
116665;6;10;2;3;18.84445784;13.5;0.025;0.000357847;0.000142057
165209;1;300;1;1;18.84445784;45;0.15;0.023856469;0.012198743
165209;2;300;1;1;18.84445784;56.5;0.135;0.033847028;0.017307306
165209;3;300;1;1;18.84445784;44.5;0.085;0.01321992;0.006759861
165209;4;201;1;1;18.84445784;14.5;0.09;0.00148617;0.000759937
165209;5;300;1;1;18.84445784;50;0.09;0.017671459;0.009036106
165209;6;300;1;1;18.84445784;45;0.065;0.010337803;0.005286122
165209;7;300;1;1;18.84445784;65.5;0.155;0.052228094;0.026706262
165209;8;300;1;1;18.84445784;42.5;0.13;0.018442131;0.009430181
165209;9;300;1;1;18.84445784;40.5;0.065;0.008373621;0.004281759
134071;1;300;2;4;18.84445784;59;0.13;0.035541623;0.014587395
134071;2;300;2;3;18.84445784;32;0.09;0.007238229;0.003256852
134071;3;300;2;3;18.84445784;25;0.1;0.004908739;0.002208694
134071;4;300;2;3;18.84445784;34;0.135;0.012256924;0.005515021
134071;5;300;2;3;18.84445784;30.5;0.12;0.0087674;0.003944904
134071;6;300;2;3;18.84445784;32;0.06;0.004825486;0.002171235
134071;7;300;2;3;18.84445784;28;0.07;0.004310265;0.00193941
134071;8;300;2;3;18.84445784;22.5;0.075;0.002982059;0.001341782
134071;9;308;2;3;18.84445784;28;0.105;0.006465398;0.002909115
134071;10;308;2;3;18.84445784;20;0.055;0.001727876;0.00077746
134071;11;308;2;3;18.84445784;38.5;0.15;0.017462346;0.007857209
134071;12;308;2;3;18.84445784;19;0.055;0.001559408;0.000701658
134071;13;308;2;3;18.84445784;18;0.05;0.001272345;0.000572494
134071;14;352;2;1;18.84445784;11;0.055;0.000522682;0.000267268
134071;15;352;2;1;18.84445784;16;0.125;0.002513274;0.001285135
134071;16;352;2;1;18.84445784;17;0.045;0.00102141;0.000522287
134071;17;352;2;1;18.84445784;20;0.075;0.002356194;0.001204814
134071;18;352;2;1;18.84445784;14.5;0.035;0.000577955;0.000295531
134071;19;352;2;1;18.84445784;15;0.085;0.001502074;0.000768069
134071;20;352;2;1;18.84445784;14;0.085;0.001308473;0.000669073
35272;2;20;2;2;18.84445784;31.5;0.34;0.026496585;0.011947126
35272;3;20;2;4;18.84445784;28.5;0.25;0.015948491;0.005498082
35272;4;20;2;4;18.84445784;56;0.475;0.11699291;0.040332126
52156;3;52;2;3;18.84445784;24;0.195;0.008821592;0.003501967
61314;11;280;2;2;199.044586;20;0.06;0.001884956;0.000931707
92156;1;440;1;1;18.84445784;31.5;0.105;0.008182769;0.004184169
92156;2;307;1;1;18.84445784;27;0.04;0.002290221;0.001171079
92156;3;201;1;1;18.84445784;42;0.115;0.015932587;0.008146953
92156;4;440;1;1;18.84445784;20;0.04;0.001256637;0.000642568
92156;5;440;1;1;18.84445784;17;0.035;0.00079443;0.000406223
92156;6;440;1;1;18.84445784;39.5;0.185;0.022670223;0.01159217
92156;7;440;2;3;18.84445784;23;0.11;0.004570232;0.002056383
92156;8;201;2;4;18.84445784;16;0.185;0.003719646;0.001526659
45043;4;440;2;2;18.84445784;30.5;0.235;0.017169491;0.008486634
116665;7;10;2;4;18.84445784;10.5;0.045;0.000389656;0.00013433
116665;8;10;2;3;18.84445784;13.5;0.055;0.000787263;0.000312525
116665;9;10;2;3;18.84445784;10;0.04;0.000314159;0.000124714
116665;10;10;2;2;18.84445784;11.5;0.055;0.000571279;0.000257586
116665;11;10;2;5;18.84445784;52;0.25;0.053092916;0.0143982
116665;12;10;2;5;18.84445784;54;0.405;0.092753952;0.025153826
116665;13;10;2;4;18.84445784;16;0.065;0.001306903;0.000450541
116665;14;10;2;3;18.84445784;11.5;0.065;0.000675148;0.000268018
116665;15;10;2;5;18.84445784;33.5;0.215;0.018950381;0.00513913
116665;16;10;2;3;18.84445784;17.5;0.075;0.001803961;0.000716131
116665;17;10;2;3;18.84445784;12.5;0.045;0.000552233;0.000219224
116665;18;10;2;3;18.84445784;15;0.04;0.000706858;0.000280606
116665;19;10;2;5;18.84445784;39.5;0.515;0.063109;0.017114449
116665;20;10;2;4;18.84445784;16;0.065;0.001306903;0.000450541
116665;21;10;2;5;18.84445784;82.5;0.775;0.414285259;0.11234949
116665;22;10;2;4;18.84445784;11;0.105;0.000997848;0.000343998
119353;1;280;2;4;18.84445784;25;0.125;0.006135923;0.002518375
119353;2;280;2;3;18.84445784;29.5;0.12;0.008201913;0.003690463
119353;3;280;2;3;18.84445784;27;0.085;0.00486672;0.002189788
119353;4;280;2;3;18.84445784;10;0.125;0.000981748;0.000441739
119353;5;280;2;3;18.84445784;92.5;0.16;0.107521009;0.048379237
119353;6;280;2;2;18.84445784;16;0.2;0.004021239;0.001987641
119353;7;280;2;2;18.84445784;13.5;0.115;0.001646096;0.000813642
119353;8;280;2;3;18.84445784;10.5;0.08;0.000692721;0.000311691
119353;9;280;2;3;18.84445784;10;0.115;0.000903208;0.0004064
119353;10;280;2;2;18.84445784;12.5;0.075;0.000920388;0.000454935
119353;11;280;2;3;18.84445784;107.5;0.23;0.208753923;0.093929137
119353;12;280;2;5;18.84445784;42;0.205;0.028401568;0.008714581
119353;13;280;2;5;18.84445784;20;0.175;0.005497787;0.001686911
266123;1;490;2;3;18.84445784;11.5;0.065;0.000675148;0.000303784
266463;2;490;2;2;18.84445784;15.5;0.07;0.001320843;0.000652874
266463;6;490;2;2;18.84445784;9.5;0.06;0.000425293;0.000210216
18908;3;240;2;2;18.84445784;11;0.25;0.002375829;0.001174339
18908;12;80;2;1;18.84445784;18.5;0.285;0.007660872;0.003519987
18908;18;240;2;1;18.84445784;10;0.265;0.002081305;0.001064253
265453;3;490;2;4;18.84445784;11;0.17;0.001615564;0.000663078
156351;3;280;2;1;18.84445784;56;0.11;0.027093095;0.013853756
197978;1;313;2;2;18.84445784;37;0.06;0.006451261;0.003188766
197978;2;313;2;1;18.84445784;36.5;0.065;0.006801254;0.003477746
197978;3;313;2;1;18.84445784;12.5;0.04;0.000490874;0.000251003
197978;4;313;2;1;18.84445784;28.5;0.05;0.003189698;0.001631017
54800;4;402;1;1;18.84445784;35.5;0.175;0.017321466;0.008857141
14146;4;80;2;5;18.84445784;32;0.45;0.036191147;0.009814631
14146;9;80;2;5;18.84445784;38.5;0.47;0.054715352;0.014838186
49867;3;440;2;2;18.84445784;24.5;0.13;0.006128658;0.003029308
90802;1;250;2;4;18.84445784;28;0.215;0.013238671;0.005433565
35272;1;20;2;2;18.84445784;32;0.44;0.0353869;0.015955706
116665;23;10;2;4;18.84445784;11;0.04;0.000380133;0.000131047
116665;24;10;2;3;18.84445784;14.5;0.14;0.002311819;0.000917739
116665;25;10;2;3;18.84445784;13.5;0.045;0.000644125;0.000255703
116665;26;10;2;5;18.84445784;13;0.055;0.000730028;0.000197975
116665;27;10;2;5;18.84445784;11.5;0.05;0.000519345;0.00014084
116665;28;10;2;5;18.84445784;60;0.605;0.17105972;0.046389467
97500;1;280;2;4;18.84445784;12;0.38;0.004297699;0.00176391
97500;2;280;2;4;18.84445784;9.5;0.2;0.001417644;0.000581845
97500;3;280;2;4;18.84445784;12.5;0.235;0.002883884;0.001183636
97500;4;280;2;4;18.84445784;11;0.14;0.001330464;0.000546064
97500;5;280;2;4;18.84445784;10;0.26;0.002042035;0.000838115
165326;1;203;2;1;18.84445784;11.5;0.4;0.004154756;0.002124489
37116;6;330;2;4;18.84445784;11.5;0.115;0.001194492;0.000490257
37116;8;330;2;4;18.84445784;13.5;0.075;0.001073541;0.000440615
37116;11;330;2;4;18.84445784;11;0.095;0.000902815;0.000370544
37116;13;280;2;5;18.84445784;33.5;0.07;0.006169892;0.001893136
37116;17;280;2;4;18.84445784;15;0.11;0.00194386;0.000797821
37116;18;271;2;4;18.84445784;11;0.09;0.000855299;0.000351041
37116;19;280;2;4;18.84445784;12.5;0.09;0.001104466;0.000453307
37116;21;280;2;4;18.84445784;13.5;0.03;0.000429416;0.000176246
37116;24;440;2;4;18.84445784;21;0.245;0.008485834;0.003482852
37116;25;280;2;3;18.84445784;68.5;0.255;0.093974756;0.042284081
22556;1;330;2;1;18.84445784;23;0.14;0.005816659;0.002974285
22556;5;330;2;3;18.84445784;30;0.11;0.007775442;0.003498572
98043;1;280;2;4;18.84445784;10.5;0.09;0.000779311;0.000319854
98043;2;280;2;4;18.84445784;16;0.18;0.003619115;0.001485398
98043;3;280;2;4;18.84445784;15;0.2;0.003534292;0.001450584
98043;4;280;2;4;18.84445784;28;0.09;0.005541769;0.002274516
98043;5;280;2;4;18.84445784;16.5;0.15;0.00320737;0.001316405
98043;6;280;2;4;18.84445784;11;0.12;0.001140398;0.000468055
98043;7;280;2;4;18.84445784;12;0.1;0.001130973;0.000464187
98043;8;280;2;4;18.84445784;18;0.13;0.003308097;0.001357747
98043;9;280;2;4;18.84445784;12;0.175;0.001979203;0.000812327
98043;10;280;2;4;18.84445784;11;0.08;0.000760265;0.000312037
98043;11;280;2;4;18.84445784;16.5;0.04;0.000855299;0.000351041
19926;1;280;2;3;18.84445784;39.5;0.29;0.035537107;0.015989974
19926;2;330;2;4;18.84445784;15;0.525;0.009277516;0.003807783
19926;3;280;2;4;18.84445784;25;0.25;0.012271846;0.00503675
19926;4;280;2;4;18.84445784;25.5;0.075;0.003830289;0.00157207
19926;5;280;2;4;18.84445784;29.5;0.375;0.025630978;0.010519756
19926;6;280;2;4;18.84445784;35;0.375;0.036079228;0.014808045
19926;7;280;2;4;18.84445784;13.5;0.38;0.005439275;0.002232449
19926;8;260;2;4;18.84445784;20.5;0.26;0.008581653;0.003522179
20305;1;280;2;3;18.84445784;46;0.51;0.084757028;0.03813655
20305;2;280;2;4;18.84445784;36;0.36;0.036643537;0.015039655
130268;1;308;2;4;18.84445784;25.5;0.18;0.009192693;0.003772969
130268;2;308;2;4;18.84445784;22;0.15;0.005701991;0.002340276
23773;1;10;2;5;18.84445784;9.5;0.385;0.002728964;0.000740064
23773;2;10;2;5;18.84445784;59;0.43;0.117560753;0.031881151
23773;3;10;2;5;18.84445784;62.5;0.475;0.145728175;0.039519838
23773;4;10;2;5;18.84445784;38;0.325;0.036858736;0.009995673
29155;1;423;2;4;18.84445784;17.5;1.19;0.028622854;0.011747716
31805;1;20;2;3;18.84445784;51;0.48;0.09805539;0.038925715
31805;2;20;2;4;18.84445784;51.5;0.385;0.080198283;0.027647549
31805;3;20;2;4;18.84445784;21;0.11;0.003809966;0.001313448
31805;4;20;2;3;18.84445784;52.5;0.37;0.080095886;0.031796209
31805;5;20;2;4;18.84445784;43.5;0.285;0.042355836;0.014601747
31805;6;20;2;4;18.84445784;14.5;0.115;0.001898995;0.000654659
31805;7;20;2;3;18.84445784;21.5;0.16;0.005808805;0.002305961
31805;8;20;2;3;18.84445784;46;0.275;0.045702319;0.018142761
31805;9;20;2;4;18.84445784;17;0.235;0.005334032;0.001838854
31805;10;20;2;3;18.84445784;38.5;0.395;0.045984179;0.018254652
31805;11;20;2;2;18.84445784;10;1.245;0.009778207;0.004408925
31805;12;20;2;2;18.84445784;46.5;0.38;0.064532633;0.029097314
31805;13;20;2;2;18.84445784;15;0.165;0.002915791;0.00131471
31805;14;20;2;3;18.84445784;19;0.115;0.00326058;0.001294375
31805;15;20;2;3;18.84445784;14;0.235;0.003617544;0.001436081
31805;16;20;2;2;18.84445784;20;0.3;0.009424778;0.004249567
31805;17;20;2;4;18.84445784;32;0.26;0.020910441;0.007208664
31805;18;20;2;4;18.84445784;23;0.29;0.012048793;0.0041537
31805;19;20;2;4;18.84445784;39;0.32;0.038226899;0.013178338
31805;20;20;2;3;18.84445784;11;0.145;0.001377981;0.000547027
31805;21;20;2;3;18.84445784;30.5;0.235;0.017169491;0.00681589
31805;22;20;2;2;18.84445784;15;0.07;0.001237002;0.000557756
31805;23;20;2;3;18.84445784;24;0.255;0.011535928;0.004579496
167866;1;308;2;5;18.84445784;16.5;0.29;0.006200915;0.001902655
36590;1;400;2;4;18.84445784;48;0.195;0.035286369;0.014482631
36590;4;350;2;4;18.84445784;49.5;0.33;0.063505921;0.026064818
36590;5;400;2;4;18.84445784;35;0.31;0.029825495;0.012241317
36590;6;400;2;5;18.84445784;29.5;0.36;0.024605739;0.007549889
36590;7;400;2;5;18.84445784;26;0.105;0.005574756;0.001710527
36590;8;400;2;5;18.84445784;59;0.195;0.053312435;0.016358094
40830;1;440;1;1;18.84445784;26.5;0.1;0.005515459;0.002820269
40830;2;350;2;1;18.84445784;19;0.09;0.002551759;0.001304814
40830;3;440;2;1;18.84445784;22;0.07;0.002660929;0.001360637
40830;6;440;2;3;18.84445784;21.5;0.065;0.002359827;0.001061808
40830;7;440;2;2;18.84445784;16.5;0.095;0.002031334;0.001004059
40830;8;440;1;1;18.84445784;14.5;0.035;0.000577955;0.000295531
40830;9;280;1;1;18.84445784;22;0.06;0.002280796;0.00116626
40830;12;440;2;3;18.84445784;26;0.09;0.004778362;0.002150031
40830;14;440;2;3;18.84445784;12.5;0.115;0.001411262;0.000635
40830;16;440;2;1;18.84445784;15.5;0.09;0.001698227;0.00086837
218953;1;330;2;1;18.84445784;15.5;0.16;0.003019071;0.001543769
218953;2;330;2;1;18.84445784;12;0.2;0.002261947;0.001156622
218953;3;330;2;1;18.84445784;15;0.155;0.002739076;0.001400596
218953;4;330;2;1;18.84445784;15.5;0.11;0.002075611;0.001061341
218953;5;330;2;1;18.84445784;10;0.115;0.000903208;0.000461845
218953;6;330;2;1;18.84445784;13.5;0.09;0.001288249;0.000658732
218953;7;330;2;1;18.84445784;12.5;0.355;0.004356505;0.002227651
218953;8;330;2;1;18.84445784;18.5;0.17;0.004569643;0.002336637
218953;9;330;2;1;18.84445784;17;0.175;0.003972151;0.002031116
