idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Napv_ha;Gapv_ha;Vapv_ha;W1apv_ha;W2apv_ha;W3apv_ha;W4apv_ha;Capv_ha;Napm_ha;Gapm_ha;Vapm_ha;Wapm_ha;Capm_ha;ICVapv_ha;ICWapv_ha;ICCapv_ha;Nce_ha;Vce_ha;Wce_ha;Cce_ha;Vne_ha;Wne_ha;Cne_ha;Nrin1_ha;Wrin1_ha;Crin1_ha;Nrin2_ha;Wrin2_ha;Crin2_ha;Nrin3_ha;Wrin3_ha;Crin3_ha;Warb1_ha;Carb1_ha;Warb2_ha;Carb2_ha;Warb3_ha;Carb3_ha;Vut_ha;Wut_ha;Cut_ha
10251;46.44221066;13.36306507;5144508;2394266;Est;006;Friuli-Venezia Giulia;4;452.2669883;15.40980916;123.5463943;54.94499408;17.09549601;1.117043788;73.15753388;36.57876694;18.84445784;0.148004026;0.798373242;0.410128549;0.205064274;1.473926276;0.855796938;0.427898469;0;0;0;0;2.841307286;0.814776106;0.407388053;1591.549431;0.052148709;0.026074354;5570.423008;1.847141129;0.923570564;7957.747155;17.14202188;8.571010939;0.377069891;0.188534946;0;0;0;0;0;0;0
10253;46.44221066;13.38909186;5144467;2396266;Est;006;Friuli-Venezia Giulia;8;395.7336147;42.79425403;591.9888386;284.5105715;57.13588461;7.111242605;348.7576987;174.3788494;37.68891569;2.282962098;23.45336545;8.844491755;4.422245878;7.026799893;5.386318989;2.693159494;113.0667471;6.013568223;2.062729652;1.031364826;11.08207277;3.344794309;1.672397155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195651;41.45621834;14.58252736;4589496;2485141;Est;014;Molise;24;3553.358082;12.64870155;44.78183136;25.25909921;11.7537298;1.206168175;38.21899718;19.10949859;0;0;0;0;0;4.309115601;2.921580377;1.460790189;0;0;0;0;0.197338701;0.092467499;0.04623375;6366.197724;0.208594835;0.104297417;124936.6303;41.42873674;20.71436837;4774.648293;10.28521313;5.142606563;1.034113441;0.517056721;0.96947642;0.48473821;0;0;0;0;0
90176;44.75070272;9.82546654;4955608;1565368;Ovest;008;Emilia Romagna;10;1491.067727;25.91189732;184.4126003;116.8562419;32.08330587;3.25120333;152.1907511;76.09537555;462.8669958;4.646308883;29.21845118;15.09073656;7.545368278;3.440150329;2.810611154;1.405305577;0;0;0;0;0.74176781;0.255175545;0.127587773;0;0;0;795.7747155;0.263877304;0.131938652;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
91001;44.73270525;9.78840853;4953580;1562454;Ovest;008;Emilia Romagna;8;376.8891569;14.66238883;121.9144841;66.67971055;14.81269294;2.059696105;83.55209959;41.7760498;0;0;0;0;0;2.584632112;1.981222354;0.990611177;263.8224098;7.37222668;3.31413062;1.65706531;0;0;0;7957.747155;0.260743543;0.130371772;11936.62073;3.958159561;1.979079781;6366.197724;13.7136175;6.856808751;0.282802418;0.141401209;3.877905681;1.938952841;0;0;0;0;0
253631;39.78124521;8.5532518;4403580;1461774;Ovest;020;Sardegna;17;2606.424076;7.151554527;24.20757149;12.7266815;7.863846352;1.053578455;21.64410631;10.82205315;0;0;0;0;0;7.156729664;5.596699165;2.798349582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253642;39.78124521;8.68165788;4403533;1472770;Ovest;020;Sardegna;5;1060.000754;15.52996993;84.85565815;40.00074267;11.93270868;1.058023718;52.99147506;26.49573753;0;0;0;0;0;3.38730678;1.884718667;0.942359333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094267473;0.047133736;0.96947642;0.48473821;0;0;0;0;0
4399;46.65811166;12.50438762;5173164;1768138;Ovest;005;Veneto;1;395.7336147;21.41729257;172.7092741;81.12321611;12.98261823;1.714931991;95.82076633;47.91038317;18.84445784;0.684148609;5.063769349;1.94573167;0.972865835;5.578771421;3.013824061;1.506912031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.895540992;0.447770496;0.193895284;0.096947642;0;0;0;0;0
4556;46.64911595;12.41293842;5171857;1761185;Ovest;005;Veneto;2;500.5559115;26.40216066;241.5241085;99.76104788;22.03629294;2.053454338;123.8507952;61.92539758;0;0;0;0;0;6.358367513;3.310071312;1.655035656;113.0667471;1.456237511;0.579909727;0.289954863;0.273536107;0.112572113;0.056286057;0;0;0;795.7747155;0.615621665;0.307810832;1591.549431;3.478176105;1.739088053;0.023566868;0.011783434;0;0;0;0;0;0;0
4741;46.64012022;12.60885645;5171526;1776222;Ovest;005;Veneto;2;791.4672295;40.21750395;336.3387891;140.3915283;31.93157826;3.00519325;175.3282998;87.6641499;18.84445784;2.930849721;26.21048283;10.0712657;5.035632848;7.559335544;3.93527736;1.96763868;37.68891569;0.913147838;0.314798506;0.157399253;8.30074412;2.550628107;1.275314054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5100;46.62212873;12.63491741;5169619;1778308;Ovest;005;Veneto;2;376.8891569;16.25417213;173.0534015;66.58753908;20.37692177;1.564314744;88.52877559;44.2643878;0;0;0;0;0;1.292942347;0.673086505;0.336543253;339.2002412;23.49135438;9.153370828;4.576685414;4.754913004;1.318986843;0.659493422;3183.098862;0.604807882;0.302403941;795.7747155;0.615621665;0.307810832;0;0;0;0;0;0;0;0;0;0;0;0
5293;46.61313296;12.73932138;5164680;2346899;Est;006;Friuli-Venezia Giulia;2;75.37783138;10.65258976;121.2145507;46.5466126;12.62820243;1.179011524;60.35382655;30.17691328;37.68891569;0.51875411;1.670003425;0.739595012;0.369797506;1.56205353;0.813181774;0.406590887;433.4225304;47.329608;21.24029803;10.62014902;0.00166668;0.000675625;0.000337813;795.7747155;0.026074354;0.013037177;3183.098862;1.055509216;0.527754608;0;0;0;0.023566868;0.011783434;0;0;0;0;0;0;0
5479;46.60413718;12.7131696;5167900;1784393;Ovest;005;Veneto;2;1200.156409;27.71171878;234.8311867;92.1055277;28.61549977;2.235350425;122.9563779;61.47818894;0;0;0;0;0;5.097486671;2.653675547;1.326837774;188.4445784;2.714726843;1.016456224;0.508228112;0.128023482;0.037819746;0.018909873;0;0;0;0;0;0;0;0;0;0.023566868;0.011783434;0;0;0;0;0;0;0
5861;46.58614557;12.46517502;5165035;1765490;Ovest;005;Veneto;3;575.9337429;28.20484969;307.6525894;118.6661737;35.21198708;2.838216292;156.716377;78.35818851;0;0;0;0;0;4.384880975;2.365481239;1.18274062;75.37783138;2.141547952;0.765914978;0.382957489;0.925715847;0.337693184;0.168846592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5899;46.58614557;12.96099143;5161219;2363795;Est;006;Friuli-Venezia Giulia;8;1883.268006;24.08821022;190.9381254;118.9910674;31.56442417;3.672192025;154.2276836;77.11384181;199.044586;0.390823131;1.925673149;1.006676706;0.503338353;8.211175093;6.294189247;3.147094623;0;0;0;0;3.159269268;1.18724792;0.59362396;5570.423008;0.18252048;0.09126024;0;0;0;795.7747155;1.714202188;0.857101094;0.188534946;0.094267473;0.387790568;0.193895284;0;0;0;0;0
6112;46.57714974;12.94786163;5160246;2362764;Est;006;Friuli-Venezia Giulia;1;56.53337353;4.936304271;41.12999122;20.22831868;1.46344575;0.23596183;21.92772627;10.96386313;0;0;0;0;0;0.664771709;0.359130142;0.179565071;113.0667471;0.660159007;0.279142828;0.139571414;2.630759225;1.127636268;0.563818134;1591.549431;0.302403941;0.151201971;0;0;0;0;0;0;1.201910278;0.600955139;0;0;0;0;0;0;0
6114;46.57714974;12.97395292;5160194;2364763;Est;006;Friuli-Venezia Giulia;2;1105.93412;56.15263489;767.4837492;294.6095677;80.40513596;7.573713619;382.5884172;191.2942086;0;0;0;0;0;10.77222972;5.607862159;2.80393108;150.7556628;10.40479402;2.888725217;1.444362609;3.950720796;1.167092571;0.583546286;795.7747155;0.151201971;0.075600985;795.7747155;0.615621665;0.307810832;795.7747155;1.714202188;0.857101094;0.070700605;0.035350302;0.193895284;0.096947642;0;0;0;0;0
6126;46.57714974;13.13050062;5159898;2376757;Est;006;Friuli-Venezia Giulia;2;150.7556628;16.61604197;193.0411047;75.80102648;20.46962363;1.930581395;98.20123151;49.10061575;18.84445784;0.148004026;0.612683885;0.27133953;0.135669765;6.918705407;3.601774863;1.800887432;301.5113255;13.98233808;4.909672773;2.454836386;11.31098567;3.366875809;1.683437904;4774.648293;0.156446126;0.078223063;795.7747155;0.263877304;0.131938652;0;0;0;0.754139782;0.377069891;0.387790568;0.193895284;1.598941382;0.799470691;0;0;0
6141;46.5681539;10.23473469;5157940;1594651;Ovest;003;Lombardia;4;4753.514491;22.36868094;77.0303152;30.82484643;13.89780588;1.282648131;46.00530044;23.00265022;0;0;0;0;0;1.324535379;0.769057001;0.384528501;0;0;0;0;0;0;0;11936.62073;2.268029559;1.134014779;14323.94488;11.08118997;5.540594985;3183.098862;7.05589567;3.527947835;0;0;0;0;0;0;0;0;0
6284;46.5681539;12.2956054;5162478;1752584;Ovest;005;Veneto;2;565.3337353;48.30111383;535.3270502;230.4084314;39.8914674;4.297267231;274.5971661;137.298583;293.2668752;1.462279775;5.65189412;2.487907955;1.243953977;7.89505805;4.11004949;2.055024745;56.53337353;0.154373749;0.061184315;0.030592157;0.282478017;0.096142072;0.048071036;0;0;0;795.7747155;0.615621665;0.307810832;795.7747155;1.763973917;0.881986959;0;0;0;0;0;0;0;0;0
6326;46.5681539;12.84343179;5159460;2354734;Est;006;Friuli-Venezia Giulia;2;2249.557155;42.38271034;351.7442973;134.2795387;40.81866889;3.315618681;178.4138262;89.20691312;368.6447066;2.099899619;7.778474755;3.265455062;1.632727531;5.377724909;2.799563395;1.399781698;320.3557834;10.79621286;3.349698191;1.674849095;2.269592401;0.810547288;0.405273644;0;0;0;3978.873577;3.078108325;1.539054162;795.7747155;1.763973917;0.881986959;0;0;0;0;0;0;0;0;0
6344;46.5681539;13.07821453;5158995;2372727;Est;006;Friuli-Venezia Giulia;2;915.1339841;31.25854275;279.0309717;117.9374834;37.49666117;2.949536005;158.3836806;79.1918403;0;0;0;0;0;12.70240081;6.612680443;3.306340222;0;0;0;0;49.75290998;17.01437322;8.507186611;0;0;0;0;0;0;0;0;0;0.094267473;0.047133736;0;0;0;0;0;0;0
6504;46.55915805;12.23042462;5161272;1747630;Ovest;005;Veneto;2;471.1114461;55.10411887;615.9363528;247.8751384;56.80811827;5.379626568;310.0628832;155.0314416;0;0;0;0;0;8.423749315;4.385278279;2.192639139;244.977952;5.211887767;1.51108078;0.75554039;0.514486661;0.263941492;0.131970746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6511;46.55915805;12.32171393;5161563;1754627;Ovest;005;Veneto;8;1784.334602;44.39464007;394.1449821;179.3007934;50.59318831;4.789649622;234.6836313;117.3418156;131.9112049;5.115389142;38.09354185;15.71585817;7.857929087;5.301795008;4.064034775;2.032017388;207.2890363;5.33294396;1.798342426;0.899171213;1.379545525;0.63786416;0.31893208;0;0;0;795.7747155;0.263877304;0.131938652;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
6535;46.55915805;12.63470584;5162622;1778615;Ovest;005;Veneto;2;395.7336147;36.42305073;420.7204513;165.7720026;41.65493437;3.752283372;211.1792203;105.5896102;18.84445784;0.23125629;1.229238623;0.544393347;0.272196674;10.11252809;5.264431323;2.632215662;376.8891569;18.51182924;6.885195563;3.442597782;20.61086673;6.716797435;3.358398718;1591.549431;0.052148709;0.026074354;0;0;0;0;0;0;0.070700605;0.035350302;0;0;0;0;0;0;0
6553;46.55915805;12.86944977;5158406;2356701;Est;006;Friuli-Venezia Giulia;1;928.0895489;6.467960933;24.8002572;9.124983028;4.009588734;0.279705199;13.41427696;6.70713848;0;0;0;0;0;2.47986508;1.339699458;0.669849729;37.68891569;0.389714951;0.134350298;0.067175149;0.395886102;0.135384119;0.06769206;0;0;0;0;0;0;0;0;0;0.353503023;0.176751511;0.387790568;0.193895284;0;0;0;0;0
6730;46.55016218;12.1000695;5159872;1737679;Ovest;005;Veneto;2;395.7336147;43.13762337;484.0858729;212.9865461;31.85834758;3.673148336;248.518042;124.259021;0;0;0;0;0;5.221602469;2.718288381;1.35914419;131.9112049;1.731376995;0.703091974;0.351545987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6744;46.55016218;12.28261795;5160438;1751672;Ovest;005;Veneto;2;1568.801116;52.29972009;562.0404237;215.0384205;60.78030705;5.417414367;281.2361419;140.6180709;18.84445784;0.179084871;0.827295822;0.366384796;0.183192398;9.537636839;4.965151513;2.482575757;282.6668677;17.78913113;5.482723846;2.741361923;4.038370013;1.268440777;0.634220389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6758;46.55016218;12.4651664;5161037;1765665;Ovest;005;Veneto;8;3265.9801;23.29481614;137.717202;68.05219709;24.4025939;1.991881602;94.4466726;47.2233363;0;0;0;0;0;10.81927764;8.293402612;4.146701306;452.2669883;3.976981027;1.518480227;0.759240114;0;0;0;795.7747155;0.151201971;0.075600985;2387.324146;1.143376273;0.571688137;1591.549431;3.428404376;1.714202188;0.047133736;0.023566868;0.581685852;0.290842926;1.598941382;0.799470691;0;0;0
6762;46.55016218;12.5173231;5161214;1769664;Ovest;005;Veneto;3;1813.779068;40.42674464;395.6080167;160.9774994;51.51666296;4.085658311;216.5798206;108.2899103;18.84445784;2.427636033;2.670399637;1.182640839;0.591320419;10.49338973;5.660795969;2.830397984;395.7336147;24.01163108;7.595219514;3.797609757;20.69804234;8.049616364;4.024808182;25464.79089;4.838463059;2.419231529;11140.84602;7.563470227;3.781735113;795.7747155;1.763973917;0.881986959;0;0;0;0;0;0;0;0;0
6800;46.55016218;13.01281174;5157120;2367664;Est;006;Friuli-Venezia Giulia;14;793.8227867;14.53492036;102.3645566;51.99284529;18.84430143;1.661955799;72.49910252;36.24955126;0;0;0;0;0;4.448782268;3.307370543;1.653685272;56.53337353;0.759765716;0.375541339;0.18777067;0;0;0;0;0;0;1591.549431;0.527754608;0.263877304;0;0;0;0.094267473;0.047133736;0;0;0;0;0;0;0
13792;46.3342571;13.19243001;5132798;2380886;Est;006;Friuli-Venezia Giulia;8;1843.223533;23.35485027;127.4635694;79.14061849;22.14573814;2.493356209;103.7797128;51.88985642;217.8890438;1.479392741;5.812881286;3.036363595;1.518181798;5.475653522;4.197304177;2.098652088;0;0;0;0;0.148620709;0.066036992;0.033018496;795.7747155;0.026074354;0.013037177;3978.873577;1.31938652;0.65969326;795.7747155;1.714202188;0.857101094;0.117834341;0.05891717;0.193895284;0.096947642;0;0;0;0;0
6985;46.5411663;12.08709063;5158833;1736723;Ovest;005;Veneto;2;726.6894056;49.29135326;581.1649815;259.8789906;30.78318972;3.613701853;294.2758821;147.1379411;0;0;0;0;0;5.890269803;3.066386624;1.533193312;37.68891569;1.532274579;0.443111315;0.221555658;0;0;0;0;0;0;0;0;0;0;0;0;0.094267473;0.047133736;0;0;0;0;0;0;0
6991;46.5411663;12.16531276;5159071;1742720;Ovest;005;Veneto;1;1068.245204;28.1057795;244.6546271;110.3834426;18.05249659;2.183218087;130.6191573;65.30957865;0;0;0;0;0;2.818847255;1.522828064;0.761414032;37.68891569;0.311822282;0.120528212;0.060264106;0;0;0;1591.549431;0.302403941;0.151201971;0;0;0;0;0;0;0.424203628;0.212101814;0.193895284;0.096947642;1.598941382;0.799470691;0;0;0
7011;46.5411663;12.42605318;5159906;1762711;Ovest;005;Veneto;2;4423.736479;41.41180393;207.9820658;80.70715227;33.77532936;1.827740748;116.3102224;58.15511119;199.044586;0.390823131;1.014011763;0.449075751;0.224537875;9.250633349;4.815741776;2.407870888;885.6895187;23.84962033;6.60360488;3.30180244;0;0;0;0;0;0;0;0;0;2387.324146;5.291921752;2.645960876;0;0;0;0;0;0;0;0;0
7015;46.5411663;12.47820126;5160081;1766709;Ovest;005;Veneto;2;4705.225568;45.12476243;328.6263112;129.9586795;37.60490779;3.429382403;170.9929697;85.49648483;75.37783138;0.993477023;5.982983327;3.134467382;1.567233691;8.771145647;4.566127629;2.283063814;75.37783138;8.492665257;3.369421403;1.684710702;0;0;0;2387.324146;0.453605912;0.226802956;795.7747155;0.615621665;0.307810832;4774.648293;10.5838435;5.291921752;0.282802418;0.141401209;0;0;0;0;0;0;0
7039;46.5411663;12.79108977;5156572;2350639;Est;006;Friuli-Venezia Giulia;8;4368.380884;22.09459599;67.08679167;35.96653151;19.42776538;1.142962434;56.53725933;28.26862966;0;0;0;0;0;5.310054946;4.070366343;2.035183172;0;0;0;0;0.813898805;0.216425045;0.108212522;2387.324146;0.203350679;0.10167534;3183.098862;1.055509216;0.527754608;5570.423008;12.1487305;6.074365252;0.047133736;0.023566868;0.581685852;0.290842926;0;0;0;0;0
7050;46.5411663;12.934497;5156274;2361635;Est;006;Friuli-Venezia Giulia;1;3021.002148;28.26127623;183.7532944;85.93396821;22.10199058;2.344419798;110.3803786;55.1901893;37.68891569;0.327088897;1.709072653;0.756897615;0.378448808;8.254297623;4.45922568;2.22961284;0;0;0;0;0;0;0;0;0;0;3183.098862;1.055509216;0.527754608;1591.549431;3.428404376;1.714202188;0.754139782;0.377069891;0.193895284;0.096947642;0;0;0;0;0
7064;46.5411663;13.1170153;5155924;2375629;Est;006;Friuli-Venezia Giulia;3;1302.623149;65.00420066;791.2153314;304.4374085;87.84687525;7.286861403;399.5711451;199.7855726;56.53337353;0.720409596;3.921720277;1.686024365;0.843012182;12.01193948;6.47999744;3.23999872;113.0667471;1.313903889;0.497859655;0.248929827;0.797865036;0.32835648;0.16417824;2387.324146;0.203350679;0.10167534;0;0;0;0;0;0;0.023566868;0.011783434;0;0;0;0;0;0;0
7071;46.5411663;13.20827445;5155761;2382626;Est;006;Friuli-Venezia Giulia;8;1036.445181;39.12782431;287.2347722;165.2023469;39.19706655;4.963263029;209.3626765;104.6813383;18.84445784;0.592016103;4.143578869;2.178673612;1.089336806;3.993080015;3.060853167;1.530426584;0;0;0;0;0;0;0;3978.873577;0.130371772;0.065185886;3978.873577;1.31938652;0.65969326;795.7747155;1.714202188;0.857101094;0;0;0;0;0;0;0;0;0
7090;46.5411663;13.45597785;5155360;2401618;Est;006;Friuli-Venezia Giulia;2;489.955904;42.21333823;452.2142229;178.1832391;45.78183992;4.061912505;228.0269915;114.0134958;37.68891569;0.557975177;3.342562379;1.284365269;0.642182634;3.982739601;2.073354846;1.036677423;56.53337353;1.497238326;0.477277284;0.238638642;29.05462097;9.516183626;4.758091813;3183.098862;0.604807882;0.302403941;2387.324146;1.846864995;0.923432497;1591.549431;3.527947835;1.763973917;0.047133736;0.023566868;0;0;0;0;0;0;0
7096;46.5411663;13.547237;5155227;2408615;Est;006;Friuli-Venezia Giulia;2;1375.645423;66.7076345;663.9748103;254.6824186;75.06562232;6.013475815;335.7615167;167.8807584;2348.490559;13.47955915;58.1116395;25.47585036;12.73792518;21.32487972;11.10141438;5.550707192;0;0;0;0;0.566485409;0.187827011;0.093913506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7116;46.5321704;10.2753042;5153991;1597825;Ovest;003;Lombardia;4;4290.647496;19.54161905;62.62204746;25.16715301;11.91110605;1.085894505;38.16415356;19.08207678;18.84445784;0.195735324;0.631068965;0.267498297;0.133749148;1.644553894;0.954867425;0.477433712;94.22228922;0.235864766;0.07003546;0.03501773;0;0;0;7957.747155;1.512019706;0.756009853;4774.648293;3.69372999;1.846864995;3978.873577;8.819869587;4.409934793;0;0;0;0;0;0;0;0;0
7276;46.5321704;12.37391801;5158734;1758756;Ovest;005;Veneto;2;613.6226586;13.77029456;112.9676675;45.37779742;14.37731623;1.085648568;60.84076222;30.42038111;217.8890438;1.099022394;3.718040394;1.524197044;0.762098522;2.049481016;1.066929255;0.533464628;131.9112049;3.315101473;0.97925994;0.48962997;2.809715826;0.875354045;0.437677023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7284;46.5321704;12.47819696;5159082;1766752;Ovest;005;Veneto;4;1350.912072;32.71046225;219.2313832;96.34895113;28.12488258;2.379511513;126.8533452;63.42667261;56.53337353;4.086761163;26.99657989;10.67074324;5.33537162;3.663331813;2.127018291;1.063509146;75.37783138;0.792204499;0.312409755;0.156204877;0.530964443;0.181577865;0.090788933;795.7747155;0.151201971;0.075600985;0;0;0;795.7747155;1.763973917;0.881986959;0;0;0.581685852;0.290842926;0;0;0;0;0
7289;46.5321704;12.5433713;5159304;1771750;Ovest;005;Veneto;2;1302.623149;33.48110071;269.7404992;105.9106644;34.54755729;2.467576174;142.9257979;71.46289893;37.68891569;0.912074809;6.409924058;2.717046572;1.358523286;5.028312054;2.617664273;1.308832136;226.1334941;2.768626209;0.768404171;0.384202085;0;0;0;2387.324146;0.328478295;0.164239148;0;0;0;0;0;0;0.070700605;0.035350302;0;0;0;0;0;0;0
7314;46.5321704;12.86924301;5155408;2356604;Est;006;Friuli-Venezia Giulia;2;4871.292353;18.55396968;108.4240922;49.63601697;23.39459204;2.624080488;75.6546895;37.82734475;0;0;0;0;0;1.324897401;0.68972183;0.344860915;94.22228922;7.850477639;2.652794074;1.326397037;37.59546462;10.8429429;5.421471452;0;0;0;0;0;0;0;0;0;0.023566868;0.011783434;7.174125511;3.587062755;22.38517935;11.19258968;0;0;0
7318;46.5321704;12.92138248;5155301;2360603;Est;006;Friuli-Venezia Giulia;2;791.4672295;17.21989839;89.55240627;34.80522629;14.27239614;0.808952371;49.8865748;24.9432874;217.8890438;0.997269626;3.786851305;1.677084187;0.838542093;7.034390247;3.661998666;1.830999333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.131209674;0.565604837;1.745057557;0.872528778;11.19258968;5.596294838;0;0;0
7334;46.5321704;13.12994038;5154901;2376596;Est;006;Friuli-Venezia Giulia;4;963.4229073;30.45710096;254.498198;110.9101776;31.46969752;2.31701692;144.6968921;72.34844604;217.8890438;0.914017362;3.840886894;2.007885589;1.003942795;2.001446625;1.162087902;0.581043951;56.53337353;0.266410947;0.079805842;0.039902921;0;0;0;3978.873577;0.380627004;0.190313502;795.7747155;0.615621665;0.307810832;0;0;0;0.117834341;0.05891717;0.387790568;0.193895284;0;0;0;0;0
7367;46.5321704;13.56009104;5154210;2409583;Est;006;Friuli-Venezia Giulia;2;56.53337353;8.279715214;71.01107437;30.79614863;5.142519271;0.524487153;36.46315506;18.23157753;0;0;0;0;0;1.886054135;0.981851658;0.490925829;199.044586;4.220889811;1.144657717;0.572328859;0.003470386;0.00107606;0.00053803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7371;46.5321704;13.61223051;5154138;2413581;Est;006;Friuli-Venezia Giulia;8;94.22228922;9.123338161;111.624135;71.10370215;14.91619665;2.23633123;88.25623003;44.12811502;0;0;0;0;0;1.647162955;1.262615306;0.631307653;56.53337353;10.34310779;3.8149532;1.9074766;36.21768528;10.26720452;5.13360226;35809.8622;1.173345945;0.586672972;0;0;0;0;0;0;0.023566868;0.011783434;0;0;0;0;0;0;0
7556;46.52317449;12.42606179;5157907;1762798;Ovest;005;Veneto;2;1319.112049;68.4981132;736.5551673;283.6972678;83.61309135;6.825999591;374.1363587;187.0681794;330.9557909;2.302572632;9.120541967;4.014364358;2.007182179;14.70917512;7.657377223;3.828688611;339.2002412;13.85546348;3.842451159;1.92122558;1.073300528;0.398075466;0.199037733;795.7747155;0.151201971;0.075600985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7615;46.52317449;13.19499207;5153785;2381562;Est;006;Friuli-Venezia Giulia;2;452.2669883;49.61205948;648.215663;286.0397842;66.78280469;7.296754952;360.1193439;180.0596719;37.68891569;0.85842335;6.035721054;2.319199947;1.159599974;9.463061545;4.926328727;2.463164364;188.4445784;7.987005802;2.302450108;1.151225054;29.21271394;11.4179752;5.708987598;795.7747155;0.151201971;0.075600985;0;0;0;795.7747155;1.714202188;0.857101094;0;0;0;0;0;0;0;0;0
7635;46.52317449;13.45564641;5153361;2401553;Est;006;Friuli-Venezia Giulia;2;961.0673501;54.41109002;618.8443052;277.7405375;68.07913556;7.737716531;353.5573896;176.7786948;18.84445784;0.148004026;0.592989303;0.262617384;0.131308692;10.66837397;5.5537964;2.7768982;565.3337353;7.672138338;3.108250782;1.554125391;3.26548189;1.08449367;0.542246835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7637;46.52317449;13.48171184;5153323;2403553;Est;006;Friuli-Venezia Giulia;2;858.6006106;22.14667491;188.8647939;82.8818661;23.44582517;2.14157865;108.4692699;54.23463496;0;0;0;0;0;4.516220018;2.351076795;1.175538398;0;0;0;0;0;0;0;7161.972439;1.360817735;0.680408868;2387.324146;1.846864995;0.923432497;2387.324146;5.192378293;2.596189147;0;0;0;0;0;0;0;0;0
7648;46.52317449;13.62507173;5153121;2414548;Est;006;Friuli-Venezia Giulia;13;293.2668752;1.819802;8.404777907;3.241793608;1.582725954;0.192560581;5.017080143;2.508540071;0;0;0;0;0;0.967688827;0.616630382;0.308315191;0;0;0;0;0.886174105;0.303968946;0.151984473;1591.549431;0.302403941;0.151201971;1591.549431;0.527754608;0.263877304;795.7747155;1.714202188;0.857101094;0.494904232;0.247452116;0;0;0;0;0;0;0
7656;46.51417857;10.10662534;5151796;1584917;Ovest;003;Lombardia;1;320.3557834;5.020296556;24.69893975;9.96748664;5.284977075;0.566325788;15.8187895;7.909394751;0;0;0;0;0;1.352286365;0.730546724;0.365273362;0;0;0;0;0.599576642;0.20504169;0.102520845;1591.549431;0.302403941;0.151201971;0;0;0;0;0;0;0.444941736;0.222470868;0;0;0;0;0;0;0
7800;46.51417857;11.98302684;5155527;1728858;Ovest;005;Veneto;2;425.1780801;14.56183859;107.554012;42.88591287;11.92273822;1.208896677;56.01754777;28.00877388;37.68891569;1.128530697;7.714408523;2.964228413;1.482114206;2.210344064;1.150672159;0.575336079;0;0;0;0;5.324074819;1.820713523;0.910356762;3183.098862;0.604807882;0.302403941;795.7747155;0.615621665;0.307810832;0;0;0;0;0;0;0;0;0;0;0;0
7836;46.51417857;12.45212722;5156995;1764841;Ovest;005;Veneto;2;952.8228998;52.76972537;618.9570223;270.6505468;41.99973383;4.628637476;317.2789181;158.639459;75.37783138;1.141851059;8.073793905;3.616053132;1.808026566;8.199554884;4.268566001;2.134283001;169.6001206;3.14661184;1.091624537;0.545812268;0.12021627;0.056330045;0.028165022;795.7747155;0.026074354;0.013037177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7853;46.51417857;12.67364684;5153832;2341546;Est;006;Friuli-Venezia Giulia;2;1426.289903;47.95940953;532.5310494;231.0006103;62.12067946;6.479695463;299.6009852;149.8004926;255.5779595;1.055731217;3.083075061;1.449724149;0.724862074;10.38066213;5.404017907;2.702008953;37.68891569;1.356462447;0.467626746;0.233813373;27.00741695;9.108484143;4.554242072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7857;46.51417857;12.72576911;5153716;2345545;Est;006;Friuli-Venezia Giulia;8;990.5118155;44.23331568;458.164155;262.9047787;44.29809031;6.4579121;313.6607811;156.8303906;18.84445784;1.039358271;6.313584928;3.300528379;1.65026419;5.235885053;4.013512198;2.006756099;131.9112049;6.058824154;2.275720052;1.137860026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
