idpunto;idapm;SPcod;VITcod;DEcod;FEha;Dapm;Hapm;Gapm;Vapm;W4apm
121301;21;280;6;1;199.044586;5;7.515566157;0.001963495;0.008584807;0.004487847
121301;22;280;6;1;199.044586;7;9.264004676;0.003848451;0.019791233;0.010346186
121301;23;280;6;1;199.044586;8;9.998980446;0.005026548;0.027329304;0.014286834
121301;26;280;6;2;18.84445784;12;12.25557807;0.011309734;0.071392645;0.037537905
121301;29;280;6;4;18.84445784;24.5;15.45585065;0.047143525;0.355090054;0.155731174
111907;50;280;6;3;18.84445784;24;17.16757503;0.045238934;0.377039325;0.193687091
111907;51;280;6;3;18.84445784;14;14.19592383;0.015393804;0.11004871;0.056532603
111907;52;280;6;3;18.84445784;10;12.00173379;0.007853982;0.049280781;0.025315798
111907;53;280;6;3;18.84445784;13.5;13.96427791;0.014313882;0.101005164;0.051886886
111907;54;280;6;3;18.84445784;9.5;11.66454918;0.007088218;0.043523067;0.022358029
111907;63;280;6;1;18.84445784;10;12.00173379;0.007853982;0.049280781;0.025762324
111907;70;280;6;2;18.84445784;10;12.00173379;0.007853982;0.049280781;0.025911595
111907;86;280;6;2;18.84445784;12;13.20124622;0.011309734;0.076366345;0.040153053
111907;96;280;6;2;18.84445784;12.5;13.46751489;0.012271846;0.084164726;0.044253403
108975;5;280;6;1;199.044586;6;5.56446302;0.002827433;0.009783517;0.005114491
108975;6;280;6;2;18.84445784;15;7.772071938;0.017671459;0.073039064;0.038403585
108975;7;280;6;2;18.84445784;11.5;7.222787768;0.010386891;0.041450865;0.021794663
108975;8;280;6;2;18.84445784;13;7.490595115;0.013273229;0.05391575;0.028348639
108975;9;280;6;2;18.84445784;12;7.318284363;0.011309734;0.045425166;0.023884331
108975;10;280;6;1;199.044586;7;5.974852841;0.003848451;0.013904717;0.007268915
108975;11;280;6;3;18.84445784;10.5;7.010607899;0.008659015;0.034048092;0.017490685
108975;12;280;6;1;199.044586;9;6.630330788;0.006361725;0.02431645;0.012711817
108975;13;280;6;1;199.044586;8;6.326905127;0.005026548;0.018745696;0.009799615
108975;14;280;6;1;199.044586;5;5.083001599;0.001963495;0.006363633;0.003326692
108975;15;280;6;1;199.044586;5;5.083001599;0.001963495;0.006363633;0.003326692
108975;16;280;6;1;199.044586;6;5.56446302;0.002827433;0.009783517;0.005114491
108975;17;280;6;3;18.84445784;10.5;7.010607899;0.008659015;0.034048092;0.017490685
108975;18;280;6;1;199.044586;7;5.974852841;0.003848451;0.013904717;0.007268915
108975;19;280;6;1;199.044586;6;5.56446302;0.002827433;0.009783517;0.005114491
108975;20;280;6;1;199.044586;8;6.326905127;0.005026548;0.018745696;0.009799615
108975;27;47;6;2;18.84445784;31;12.54498431;0.075476764;0.464754902;0.197000885
108975;29;280;6;2;18.84445784;9.5;6.766261769;0.007088218;0.027376886;0.014394634
108975;36;280;6;1;18.84445784;11;7.120411218;0.009503318;0.037658284;0.019686475
108975;42;47;6;3;18.84445784;13;6.797087799;0.013273229;0.046994143;0.018057298
108975;46;280;6;2;18.84445784;13;7.490595115;0.013273229;0.05391575;0.028348639
108975;47;280;6;2;18.84445784;12;7.318284363;0.011309734;0.045425166;0.023884331
108975;48;280;6;2;18.84445784;14;7.640865034;0.015393804;0.063122984;0.033189758
108975;49;280;6;3;18.84445784;11;7.120411218;0.009503318;0.037658284;0.019345259
108975;50;280;6;3;18.84445784;10.5;7.010607899;0.008659015;0.034048092;0.017490685
108975;55;47;6;3;18.84445784;12;6.421390692;0.011309734;0.038413438;0.014760199
108975;63;47;6;2;18.84445784;10.5;5.839657199;0.008659015;0.027656013;0.011722865
146376;2;308;6;1;199.044586;8;4.865386913;0.005026548;0.011591555;0.006059672
146376;4;308;6;1;199.044586;6;4.049685048;0.002827433;0.004955785;0.002590717
146646;11;308;6;1;199.044586;8;6.397565201;0.005026548;0.01605924;0.008395227
146646;12;203;6;1;199.044586;6;7.032199208;0.002827433;0.011078146;0.00579128
146646;22;300;6;1;18.84445784;12;9.227233737;0.011309734;0.050553171;0.026427486
146646;39;308;6;1;18.84445784;12;8.124988449;0.011309734;0.04889294;0.025559573
146646;47;308;6;1;18.84445784;18.5;9.806379407;0.026880252;0.145545893;0.076086464
146646;52;308;6;1;18.84445784;11;7.755391688;0.009503318;0.038795674;0.020281065
146646;54;308;6;1;18.84445784;9.5;7.127119002;0.007088218;0.026028698;0.013606922
116627;1;330;6;3;18.84445784;11;12.10761317;0.009503318;0.057896059;0.029741511
116627;22;330;6;2;18.84445784;10.5;11.68706393;0.008659015;0.051017864;0.026824945
116627;38;330;6;3;18.84445784;13.5;14.04096412;0.014313882;0.100521607;0.05163848
116627;39;330;6;3;18.84445784;13;13.67598895;0.013273229;0.090869058;0.046679915
237188;9;49;6;1;18.84445784;19;10.85280211;0.028352874;0.164832087;0.072999245
139704;6;280;6;1;199.044586;5;6.713182544;0.001963495;0.007852151;0.004104839
139704;19;280;6;1;199.044586;5;6.713182544;0.001963495;0.007852151;0.004104839
139704;21;280;6;1;199.044586;7;8.090861983;0.003848451;0.017691688;0.009248615
139704;22;280;6;1;199.044586;8;8.653419782;0.005026548;0.024184007;0.01264258
139704;24;280;6;1;199.044586;5;6.713182544;0.001963495;0.007852151;0.004104839
139704;32;280;6;2;18.84445784;13.5;10.75439755;0.014313882;0.079638599;0.041873588
139704;33;280;6;1;18.84445784;18;11.69525785;0.0254469;0.149801999;0.078311412
139704;34;280;6;1;18.84445784;24;12.38610996;0.045238934;0.276447704;0.144517497
139704;36;280;6;1;18.84445784;12;10.31266679;0.011309734;0.061173988;0.031979689
139704;38;280;6;1;18.84445784;10;9.584878736;0.007853982;0.04045346;0.021147699
139704;39;280;6;2;18.84445784;24;12.38610996;0.045238934;0.276447704;0.145354858
139704;71;280;6;2;18.84445784;15.5;11.23377225;0.018869191;0.108116411;0.056847083
139704;72;280;6;2;18.84445784;14.5;11.00814491;0.016512996;0.093330051;0.049072487
139704;76;280;6;2;18.84445784;11;9.970844323;0.009503318;0.050255499;0.026424097
139704;82;280;6;1;18.84445784;12;10.31266679;0.011309734;0.061173988;0.031979689
139704;84;280;6;2;18.84445784;18.5;11.77260278;0.026880252;0.158936793;0.083568193
139704;85;280;6;2;18.84445784;17.5;11.61332546;0.024052819;0.140931168;0.074100923
139704;86;280;6;2;18.84445784;10;9.584878736;0.007853982;0.04045346;0.021270233
98509;29;280;6;3;18.84445784;35;17.98666607;0.096211275;0.828819789;0.4257691
119691;25;44;6;3;18.84445784;14.5;9.230142266;0.016512996;0.067423887;0.025907339
100355;2;440;6;1;199.044586;5;5.349424914;0.001963495;0.003557994;0.001859999
100355;10;440;6;3;18.84445784;11;12.53384241;0.009503318;0.05575161;0.028639896
100355;13;440;6;1;199.044586;5;5.349424914;0.001963495;0.003557994;0.001859999
100355;22;440;6;3;18.84445784;10.5;12.00804793;0.008659015;0.048526246;0.024928189
100355;46;440;6;1;199.044586;6;6.649498713;0.002827433;0.007622857;0.003984972
100355;77;660;6;3;18.84445784;9.5;9.211506528;0.007088218;0.031844522;0.016358699
100355;90;440;6;3;18.84445784;13;14.48378087;0.013273229;0.090605122;0.046544329
177739;15;49;6;1;18.84445784;11;8.519732851;0.009503318;0.044998041;0.019928298
82632;1;280;6;1;199.044586;7;9.831280407;0.003848451;0.020806473;0.010876919
82632;2;280;6;1;199.044586;6;8.850303773;0.002827433;0.014103951;0.007373068
82632;3;280;6;1;199.044586;9;11.54166569;0.006361725;0.03884636;0.020307561
82632;4;280;6;1;199.044586;5;7.771465269;0.001963495;0.008818469;0.004609997
82632;8;280;6;1;199.044586;6;8.850303773;0.002827433;0.014103951;0.007373068
82632;9;280;6;1;199.044586;6;8.850303773;0.002827433;0.014103951;0.007373068
82632;10;440;6;1;199.044586;5;6.334823968;0.001963495;0.004472518;0.002338081
82632;12;280;6;1;199.044586;5;7.771465269;0.001963495;0.008818469;0.004609997
82632;14;280;6;1;199.044586;7;9.831280407;0.003848451;0.020806473;0.010876919
82632;19;280;6;1;199.044586;7;9.831280407;0.003848451;0.020806473;0.010876919
82632;23;280;6;2;18.84445784;10;12.28794985;0.007853982;0.050326157;0.026461249
82632;25;440;6;1;18.84445784;13;14.33977741;0.013273229;0.089701675;0.046892998
82632;28;280;6;3;18.84445784;13.5;14.43861261;0.014313882;0.104162573;0.053508864
82632;33;280;6;2;18.84445784;22;17.61802659;0.038013271;0.32582629;0.171317878
82632;48;51;6;1;18.84445784;18;14.15572154;0.0254469;0.185159774;0.082001775
82632;50;280;6;3;18.84445784;13.5;14.43861261;0.014313882;0.104162573;0.053508864
82632;54;280;6;3;18.84445784;10;12.28794985;0.007853982;0.050326157;0.025852813
82632;55;280;6;3;18.84445784;10;12.28794985;0.007853982;0.050326157;0.025852813
82632;58;280;6;2;18.84445784;10.5;12.63697137;0.008659015;0.056704169;0.029814776
100196;3;614;6;2;18.84445784;13.5;8.691990641;0.014313882;0.056876248;0.029905254
100196;27;280;6;3;18.84445784;13.5;10.26525388;0.014313882;0.076382615;0.039238152
100196;30;280;6;4;18.84445784;36.5;12.21970122;0.10463467;0.619778817;0.271815224
14747;13;452;6;2;18.84445784;14.5;13.46938045;0.016512996;0.107921991;0.056744858
70959;3;440;6;1;18.84445784;10;11.7705987;0.007853982;0.043004095;0.022481084
70959;4;440;6;1;199.044586;8;10.04144924;0.005026548;0.022879389;0.01196057
70959;5;440;6;1;18.84445784;11;12.52365835;0.009503318;0.055705864;0.029121139
70959;7;440;6;1;18.84445784;14;14.40146974;0.015393804;0.10466657;0.054716138
70959;17;440;6;2;18.84445784;11;12.52365835;0.009503318;0.055705864;0.029289872
70959;18;440;6;2;18.84445784;15;14.91707702;0.017671459;0.124620372;0.065524786
70959;21;440;6;1;18.84445784;10;11.7705987;0.007853982;0.043004095;0.022481084
70959;35;440;6;1;18.84445784;17;15.80997767;0.022698007;0.169926874;0.088832015
202970;15;360;6;3;18.84445784;10;4.483667857;0.007853982;0.02005173;0.01030068
202970;16;360;6;3;18.84445784;10;4.483667857;0.007853982;0.02005173;0.01030068
19449;4;352;6;1;199.044586;5;7.062803232;0.001963495;0.006793935;0.003551639
155474;7;51;6;3;18.84445784;12.5;8.882881098;0.012271846;0.058463847;0.022464483
22725;10;20;6;2;18.84445784;11.5;8.728266966;0.010386891;0.04843969;0.020532676
134999;31;424;6;2;18.84445784;12.5;10.46137355;0.012271846;0.058083391;0.030539964
48103;62;280;6;1;18.84445784;10;10.14553335;0.007853982;0.042501195;0.022218185
45657;32;280;6;1;18.84445784;11;9.9183891;0.009503318;0.050023678;0.026150685
48113;20;49;6;1;18.84445784;17;13.30466508;0.022698007;0.15657899;0.069344193
48113;21;49;6;1;18.84445784;19;14.06776018;0.028352874;0.203651832;0.090191359
179556;9;308;6;1;199.044586;9;5.354866493;0.006361725;0.016711896;0.008736413
146094;29;300;6;1;18.84445784;14;11.1532336;0.015393804;0.08319876;0.043493494
147170;1;260;6;1;199.044586;5;7.762839248;0.001963495;0.00603711;0.003155997
108573;18;51;6;3;18.84445784;17.5;7.047067178;0.024052819;0.0889728;0.034187417
108573;20;51;6;3;18.84445784;18;7.102900319;0.0254469;0.09464412;0.036366597
108573;23;51;6;2;18.84445784;10;5.695591833;0.007853982;0.026046562;0.011040649
110095;11;51;6;2;18.84445784;13.5;8.883969222;0.014313882;0.067620057;0.028662874
110095;22;51;6;1;199.044586;8;6.535957715;0.005026548;0.020055086;0.008881803
148684;6;320;6;1;199.044586;5;5.210392529;0.001963495;0.008244015;0.004309692
148684;10;711;6;1;199.044586;5;4.560999136;0.001963495;0.007736222;0.004044235
148684;30;711;6;2;18.84445784;11.5;6.74623222;0.010386891;0.034490998;0.018135199
150334;8;300;6;1;199.044586;7;8.013992084;0.003848451;0.014909854;0.007794367
122468;14;51;6;1;18.84445784;9.5;8.048899173;0.007088218;0.032259704;0.014286867
122468;21;51;6;1;18.84445784;10.5;8.629354231;0.008659015;0.041171116;0.018233467
42616;11;321;6;1;199.044586;5;5.475294437;0.001963495;0.008451155;0.004417978
22116;7;260;6;1;199.044586;5;6.218227584;0.001963495;0.004537756;0.002372185
22116;10;260;6;1;199.044586;6;6.688754677;0.002827433;0.007851317;0.004104403
22116;12;260;6;1;199.044586;6;6.688754677;0.002827433;0.007851317;0.004104403
22116;22;260;6;1;18.84445784;11.5;8.379222393;0.010386891;0.041529054;0.021709983
22116;78;260;6;1;18.84445784;13;8.676573122;0.013273229;0.055436805;0.028980484
48103;8;280;6;1;199.044586;5;7.009081821;0.001963495;0.008122337;0.004246083
30920;10;324;6;1;199.044586;6;6.60319276;0.002827433;0.01197659;0.006260956
30920;13;324;6;1;199.044586;5;5.678471423;0.001963495;0.00861003;0.004501032
30920;14;324;6;1;199.044586;5;5.678471423;0.001963495;0.00861003;0.004501032
30920;53;324;6;1;18.84445784;11;9.785039246;0.009503318;0.043432138;0.022704851
30920;70;452;6;1;18.84445784;17.5;13.2042527;0.024052819;0.155095054;0.081078442
172586;21;420;6;2;18.84445784;13;11.35147367;0.013273229;0.067146178;0.035305134
172586;26;420;6;2;18.84445784;15;11.98726123;0.017671459;0.092246629;0.048502829
108573;3;51;6;1;18.84445784;17;6.988047103;0.022698007;0.083481974;0.036971692
108573;7;51;6;2;18.84445784;10;5.695591833;0.007853982;0.026046562;0.011040649
108573;14;51;6;2;18.84445784;21;7.380185287;0.034636059;0.132406158;0.056124487
282679;3;280;6;4;18.84445784;18.5;13.33526186;0.026880252;0.178470561;0.078271497
9541;4;20;6;1;199.044586;5;2.702455094;0.001963495;0.003958866;0.001753264
9541;17;20;6;2;18.84445784;12;9.606493985;0.011309734;0.057335959;0.024303638
9541;21;20;6;4;18.84445784;24.5;20.20231392;0.047143525;0.453239827;0.160604665
9541;27;20;6;1;18.84445784;17;14.39403588;0.022698007;0.163114732;0.07223868
147992;3;330;6;1;18.84445784;10;4.779704616;0.007853982;0.019435627;0.010160288
192180;3;330;6;1;18.84445784;10;10.59560748;0.007853982;0.042097293;0.022007039
192180;4;330;6;1;18.84445784;13.5;12.50857262;0.014313882;0.089639526;0.046860508
192180;26;330;6;1;18.84445784;32.5;17.38502836;0.082957681;0.716323317;0.374469571
113419;10;330;6;1;199.044586;5;6.426109022;0.001963495;0.007071341;0.003696658
282363;18;308;6;1;199.044586;7;4.603543326;0.003848451;0.008136391;0.00425343
282363;36;308;6;1;199.044586;6;4.157396658;0.002827433;0.005132453;0.002683073
13499;3;614;6;1;199.044586;9;7.987534024;0.006361725;0.025892682;0.013535817
13499;4;614;6;1;199.044586;7;7.096719436;0.003848451;0.015789523;0.008254228
13499;8;614;6;1;199.044586;7;7.096719436;0.003848451;0.015789523;0.008254228
144884;4;49;6;2;18.84445784;18.5;8.671509705;0.026880252;0.131600829;0.055783123
144884;5;49;6;2;18.84445784;45;10.26840254;0.159043128;0.804918216;0.341189733
144884;6;49;6;2;18.84445784;39.5;10.17756122;0.122541748;0.624557073;0.264738028
144884;9;49;6;3;18.84445784;14;7.711237376;0.015393804;0.069796756;0.026819104
144884;10;300;6;3;18.84445784;13;8.784435531;0.013273229;0.056487705;0.029018032
144884;11;49;6;3;18.84445784;14;7.711237376;0.015393804;0.069796756;0.026819104
147031;78;300;6;3;18.84445784;13;11.6665857;0.013273229;0.075035353;0.038546057
108573;16;51;6;2;18.84445784;13.5;6.468271323;0.014313882;0.050180881;0.021270734
108573;17;51;6;2;18.84445784;18;7.102900319;0.0254469;0.09464412;0.040117867
97602;6;307;6;1;18.84445784;10.5;6.024848469;0.008659015;0.025250357;0.013200031
97602;7;307;6;1;18.84445784;15;7.062929185;0.017671459;0.060470367;0.03161186
48103;37;307;6;1;18.84445784;11.5;9.598345492;0.010386891;0.048293545;0.02524623
50006;2;308;6;2;18.84445784;10.5;6.644236405;0.008659015;0.029643027;0.015586159
102378;8;300;6;1;199.044586;8;9.058403266;0.005026548;0.022032615;0.011517905
102378;32;330;6;1;18.84445784;10;10.18351176;0.007853982;0.040491562;0.021167617
102379;17;330;6;1;199.044586;6;7.6758891;0.002827433;0.011578785;0.006052996
29549;13;625;6;1;199.044586;7;7.327180476;0.003848451;0.016142733;0.008438874
29549;17;280;6;1;199.044586;8;10.7706889;0.005026548;0.0291332;0.01522985
29549;18;280;6;1;199.044586;6;8.778319009;0.002827433;0.014009301;0.007323588
29549;19;280;6;2;18.84445784;10;12.46557903;0.007853982;0.05097493;0.02680237
29549;20;280;6;1;199.044586;5;7.650896053;0.001963495;0.008708377;0.004552445
29549;21;280;6;1;199.044586;8;10.7706889;0.005026548;0.0291332;0.01522985
29549;22;280;6;1;18.84445784;13;14.55524105;0.013273229;0.097522673;0.05098155
29549;33;280;6;1;18.84445784;10.5;12.84886377;0.008659015;0.057557411;0.030089065
29549;35;280;6;2;18.84445784;14;15.15012543;0.015393804;0.116879557;0.061454702
29549;52;280;6;1;18.84445784;11.5;13.57165263;0.010386891;0.072117781;0.037700733
29549;53;280;6;1;18.84445784;20;17.90152519;0.031415927;0.274426381;0.143460818
29549;56;280;6;2;18.84445784;11.5;13.57165263;0.010386891;0.072117781;0.037919178
29549;57;280;6;3;18.84445784;12.5;14.24005338;0.012271846;0.088573506;0.045500678
29549;61;280;6;2;18.84445784;14;15.15012543;0.015393804;0.116879557;0.061454702
29549;64;280;6;2;18.84445784;13.5;14.85843752;0.014313882;0.106957137;0.056237542
29549;65;280;6;3;18.84445784;10.5;12.84886377;0.008659015;0.057557411;0.029567546
29549;66;280;6;2;18.84445784;16.5;16.45134064;0.021382465;0.173872467;0.091421297
29549;70;280;6;2;18.84445784;12.5;14.24005338;0.012271846;0.088573506;0.046571519
29549;72;280;6;2;18.84445784;15;15.70079595;0.017671459;0.138196525;0.072663061
13461;3;352;6;1;199.044586;7;8.778494079;0.003848451;0.01671079;0.008735835
191904;1;42;6;1;18.84445784;25.5;17.17277814;0.051070516;0.430699409;0.190744001
191904;2;42;6;1;18.84445784;28.5;17.83652047;0.063793966;0.557904747;0.247079474
191904;3;42;6;1;18.84445784;26.5;17.40975893;0.055154586;0.47127671;0.208714484
191904;11;42;6;1;18.84445784;24.5;16.91853489;0.047143525;0.391966572;0.173590376
191904;13;42;6;1;18.84445784;12;11.65395229;0.011309734;0.067273569;0.029793469
191904;21;42;6;1;18.84445784;24;16.78455274;0.045238934;0.373296332;0.16532188
191904;22;42;6;1;18.84445784;29;17.93415109;0.066051986;0.580690887;0.25717078
191904;23;42;6;1;18.84445784;17;14.31960724;0.022698007;0.161504048;0.071525355
191904;24;42;6;1;18.84445784;35.5;18.93470825;0.098979804;0.916976511;0.406101714
191904;25;42;6;1;18.84445784;21;15.87388085;0.034636059;0.271124945;0.120073201
191904;26;42;6;1;18.84445784;20;15.5251524;0.031415927;0.24085409;0.106667137
191904;27;42;6;1;18.84445784;15;13.36330329;0.017671459;0.118160615;0.052329834
45657;12;391;6;3;18.84445784;16.5;11.27442064;0.021382465;0.10444967;0.053656347
13499;52;614;6;1;18.84445784;15;9.721535025;0.017671459;0.076301468;0.039887823
80311;8;51;6;2;18.84445784;10;8.900091668;0.007853982;0.038739906;0.01642112
27200;39;280;6;4;18.84445784;10;11.34701694;0.007853982;0.046889494;0.020564237
27200;48;280;6;1;199.044586;9;10.74514566;0.006361725;0.0364899;0.019075684
37173;11;280;6;2;18.84445784;13;12.45936071;0.013273229;0.084585734;0.044474767
37173;12;280;6;2;18.84445784;12.5;12.25799059;0.012271846;0.077262122;0.040624048
37173;34;280;6;4;18.84445784;12;12.04567559;0.011309734;0.070288672;0.03082637
113314;40;330;6;1;199.044586;5;6.685325762;0.001963495;0.007323851;0.003828661
143840;32;522;6;1;18.84445784;9.5;6.006642924;0.007088218;0.023400871;0.010363552
173790;2;201;6;2;18.84445784;10.5;6.40095659;0.008659015;0.027859468;0.014648373
104080;11;49;6;1;18.84445784;27.5;19.38892494;0.059395736;0.548956233;0.243116442
104080;13;90;6;1;18.84445784;17;15.81099146;0.022698007;0.165293496;0.073203589
98923;39;280;6;2;18.84445784;19;16.06161763;0.028352874;0.223922661;0.117737446
98923;41;440;6;3;18.84445784;17;16.2371659;0.022698007;0.174509984;0.0896467
98923;46;280;6;3;18.84445784;11.5;12.94902647;0.010386891;0.06911031;0.035502331
98923;53;440;6;2;18.84445784;13;14.07431246;0.013273229;0.088036205;0.046289008
99781;1;440;6;1;18.84445784;17;17.79373211;0.022698007;0.191209677;0.099957944
99781;50;350;6;4;18.84445784;12;16.34888271;0.011309734;0.091958215;0.040329941
99781;69;400;6;1;18.84445784;11.5;10.42746334;0.010386891;0.056570298;0.029573036
115930;3;625;6;1;199.044586;8;7.568653;0.005026548;0.020435397;0.010682933
115930;4;625;6;1;199.044586;8;7.568653;0.005026548;0.020435397;0.010682933
115930;9;625;6;1;199.044586;8;7.568653;0.005026548;0.020435397;0.010682933
115930;10;625;6;1;199.044586;9;7.987534024;0.006361725;0.025892682;0.013535817
115930;11;625;6;1;199.044586;8;7.568653;0.005026548;0.020435397;0.010682933
115930;14;625;6;1;18.84445784;10;8.360816864;0.007853982;0.032178677;0.016821923
115930;17;625;6;2;18.84445784;11.5;8.848103973;0.010386891;0.043185423;0.022706685
115930;37;307;6;2;18.84445784;13;11.60539475;0.013273229;0.074641568;0.039246173
115930;39;280;6;3;18.84445784;23;15.78649214;0.041547563;0.320140151;0.164457685
115930;41;280;6;1;18.84445784;13.5;13.2382349;0.014313882;0.09617226;0.0502756
115930;44;280;6;2;18.84445784;22;15.61524692;0.038013271;0.29042192;0.152702433
117393;14;80;6;2;18.84445784;23;19.67830605;0.041547563;0.374015266;0.158538055
172748;10;330;6;1;18.84445784;11;12.09665382;0.009503318;0.057844388;0.030239087
73631;1;440;6;1;199.044586;6;6.360502249;0.002827433;0.007236634;0.003783067
73631;2;440;6;1;199.044586;6;6.360502249;0.002827433;0.007236634;0.003783067
73631;3;440;6;1;199.044586;6;6.360502249;0.002827433;0.007236634;0.003783067
73631;4;440;6;1;199.044586;7;7.640565907;0.003848451;0.012777632;0.006679713
73631;6;280;6;1;199.044586;7;9.493984425;0.003848451;0.020202822;0.010561351
73631;9;440;6;1;199.044586;7;7.640565907;0.003848451;0.012777632;0.006679713
73631;13;440;6;1;199.044586;7;7.640565907;0.003848451;0.012777632;0.006679713
73631;16;280;6;2;18.84445784;14.5;15.60044023;0.016512996;0.128595072;0.067614663
73631;42;440;6;1;18.84445784;11;12.35960491;0.009503318;0.054968955;0.028735908
48103;48;307;6;1;18.84445784;11;9.345372429;0.009503318;0.043016134;0.022487378
121063;6;280;6;1;199.044586;6;8.328244245;0.002827433;0.013417514;0.007014222
121063;7;280;6;1;199.044586;6;8.328244245;0.002827433;0.013417514;0.007014222
121063;11;280;6;1;199.044586;9;10.46976934;0.006361725;0.035675214;0.018649794
121063;12;280;6;3;18.84445784;11.5;11.78028204;0.010386891;0.063464925;0.032602267
121063;13;280;6;1;199.044586;6;8.328244245;0.002827433;0.013417514;0.007014222
121063;15;280;6;3;18.84445784;9.5;10.7612776;0.007088218;0.040545621;0.0208285
121063;16;280;6;1;199.044586;9;10.46976934;0.006361725;0.035675214;0.018649794
121063;19;280;6;2;18.84445784;10.5;11.29840725;0.008659015;0.051314078;0.026980693
121063;26;280;6;3;18.84445784;11.5;11.78028204;0.010386891;0.063464925;0.032602267
121063;27;280;6;3;18.84445784;11.5;11.78028204;0.010386891;0.063464925;0.032602267
121063;28;280;6;2;18.84445784;13;12.41288244;0.013273229;0.084298844;0.044323922
121063;30;280;6;1;18.84445784;13;12.41288244;0.013273229;0.084298844;0.044068581
121063;34;280;6;1;18.84445784;13;12.41288244;0.013273229;0.084298844;0.044068581
121063;35;280;6;2;18.84445784;12;12.00247981;0.011309734;0.070061485;0.036837988
121063;46;280;6;2;18.84445784;9.5;10.7612776;0.007088218;0.040545621;0.02131869
121063;50;280;6;1;18.84445784;14.5;12.95262184;0.016512996;0.108262022;0.056595718
121063;59;280;6;3;18.84445784;11.5;11.78028204;0.010386891;0.063464925;0.032602267
121063;65;280;6;1;18.84445784;15.5;13.2680915;0.018869191;0.125967341;0.06585146
121063;67;280;6;1;18.84445784;17.5;13.80872616;0.024052819;0.165487768;0.0865114
121063;68;280;6;1;18.84445784;14.5;12.95262184;0.016512996;0.108262022;0.056595718
121063;69;280;6;1;18.84445784;14.5;12.95262184;0.016512996;0.108262022;0.056595718
121063;70;280;6;3;18.84445784;10;11.03717624;0.007853982;0.045757832;0.02350604
121063;71;280;6;1;18.84445784;15;13.11447004;0.017671459;0.116942357;0.061133504
121063;78;280;6;2;18.84445784;11.5;11.78028204;0.010386891;0.063464925;0.033369549
73618;3;440;6;1;199.044586;6;8.111078589;0.002827433;0.009576154;0.005006089
73618;16;390;6;2;18.84445784;10;9.565257883;0.007853982;0.035945928;0.018900194
44746;15;614;6;1;18.84445784;10.5;8.799995237;0.008659015;0.03655941;0.019112021
44746;17;203;6;1;18.84445784;13.5;13.62684136;0.014313882;0.093783342;0.049026755
44746;23;260;6;1;18.84445784;10;11.99953405;0.007853982;0.045093513;0.023573361
44746;27;260;6;1;18.84445784;10;11.99953405;0.007853982;0.045093513;0.023573361
44746;43;324;6;1;18.84445784;15;11.85632916;0.017671459;0.091325188;0.047741716
39147;6;80;6;1;18.84445784;10;6.549795326;0.007853982;0.033956074;0.015038138
48103;36;307;6;1;18.84445784;22;13.10351616;0.038013271;0.241457674;0.126225895
50926;21;308;6;1;18.84445784;14.5;6.176936946;0.016512996;0.053620569;0.028031018
142789;12;260;6;1;199.044586;5;8.187843775;0.001963495;0.006449662;0.003371665
116135;11;522;6;4;18.84445784;10.5;7.034924243;0.008659015;0.032574267;0.011542629
116135;27;308;6;4;18.84445784;10.5;9.212549767;0.008659015;0.042543923;0.018658408
104080;47;49;6;2;18.84445784;18;15.8236144;0.0254469;0.20236155;0.085777265
247349;13;42;6;2;18.84445784;13;9.336002033;0.013273229;0.063428631;0.026886207
247349;14;42;6;2;18.84445784;13;9.336002033;0.013273229;0.063428631;0.026886207
45657;37;280;6;1;18.84445784;11.5;10.09279859;0.010386891;0.055313875;0.028916221
14732;3;330;6;3;18.84445784;21;19.15050398;0.034636059;0.329885438;0.169463891
14732;14;260;6;2;18.84445784;11.5;11.94760532;0.010386891;0.059852711;0.031470264
115585;14;330;6;1;199.044586;7;8.258722795;0.003848451;0.016579764;0.008667339
115585;15;330;6;4;18.84445784;10.5;10.42664391;0.008659015;0.045603236;0.020000125
115585;60;330;6;4;18.84445784;12;11.17322917;0.011309734;0.06350405;0.027850851
48103;55;280;6;1;18.84445784;13;11.29557455;0.013273229;0.077402198;0.040463248
50926;12;308;6;1;18.84445784;13;5.917851725;0.013273229;0.040698497;0.021275796
98908;33;614;6;3;18.84445784;13;8.900517792;0.013273229;0.05419047;0.02783793
48103;61;280;6;1;18.84445784;10;10.14553335;0.007853982;0.042501195;0.022218185
245247;100;330;6;3;18.84445784;14.5;12.09696114;0.016512996;0.099914547;0.05132663
118382;9;260;6;2;18.84445784;13.5;10.91807296;0.014313882;0.075762406;0.039835505
118382;10;260;6;2;18.84445784;11;10.19634261;0.009503318;0.046406057;0.024400079
118382;11;260;6;1;199.044586;9;9.468297503;0.006361725;0.028280161;0.014783911
118382;38;280;6;2;18.84445784;11;10.07477228;0.009503318;0.050714799;0.026665595
118382;42;280;6;2;18.84445784;13.5;10.87370907;0.014313882;0.080432796;0.042291173
118382;43;280;6;2;18.84445784;13;10.73230139;0.013273229;0.073925363;0.038869596
118382;45;280;6;1;18.84445784;14.5;11.13279345;0.016512996;0.094287248;0.04929018
118382;47;280;6;1;18.84445784;11;10.07477228;0.009503318;0.050714799;0.026511979
89177;6;390;6;2;18.84445784;15;14.29483164;0.017671459;0.108486271;0.057041554
89177;10;380;6;2;18.84445784;10;8.84202747;0.007853982;0.033683808;0.017710782
