idpunto;idapm;SPcod;VITcod;DEcod;FEha;Dapm;Hapm;Gapm;Vapm;W4apm
128068;36;10;6;1;18.84445784;23.5;15.67583107;0.043373614;0.334836597;0.148289203
128068;52;10;6;1;18.84445784;18;13.23451826;0.0254469;0.167497191;0.074179541
41355;22;440;6;3;18.84445784;15;13.91175456;0.017671459;0.116223241;0.059704492
105806;6;260;6;1;199.044586;7;8.958136088;0.003848451;0.015545221;0.008126515
105806;31;260;6;3;18.84445784;10;10.38141338;0.007853982;0.038810674;0.019937248
144967;51;47;6;1;18.84445784;10;10.55581173;0.007853982;0.043427205;0.019232622
11235;6;80;6;1;199.044586;7;5.601126073;0.003848451;0.013727418;0.006079467
72643;57;10;6;1;18.84445784;11.5;8.978201663;0.010386891;0.047679242;0.021115723
26876;53;20;6;1;18.84445784;10.5;8.334703626;0.008659015;0.038345299;0.016981996
7556;73;10;6;1;18.84445784;10;7.730333826;0.007853982;0.031410432;0.013910749
7556;74;20;6;2;18.84445784;10.5;8.120690339;0.008659015;0.037529433;0.015908023
107709;26;452;6;3;18.84445784;11.5;10.51425838;0.010386891;0.05181302;0.026616622
107709;27;452;6;3;18.84445784;11;10.21034766;0.009503318;0.045777209;0.023515994
24317;36;280;6;2;18.84445784;10;11.88688921;0.007853982;0.048861323;0.025691046
24317;38;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
24317;42;280;6;2;18.84445784;11;12.49721411;0.009503318;0.061420548;0.032294625
23907;15;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;16;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;21;280;6;2;18.84445784;15;12.90076003;0.017671459;0.11518611;0.060564296
23907;22;280;6;2;18.84445784;12.5;12.02975022;0.012271846;0.075959582;0.039939179
23907;23;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;26;280;6;1;199.044586;8;9.719033924;0.005026548;0.026674919;0.013944744
23907;27;241;6;2;18.84445784;10;9.412956843;0.007853982;0.03546956;0.018649722
23907;28;280;6;2;18.84445784;12;11.8257321;0.011309734;0.069131889;0.036349211
23907;29;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;30;280;6;1;199.044586;8;9.719033924;0.005026548;0.026674919;0.013944744
23907;31;280;6;1;199.044586;6;8.245896656;0.002827433;0.013309238;0.006957619
23907;35;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;47;280;6;2;18.84445784;14;12.5799452;0.015393804;0.098480397;0.051780514
23907;53;280;6;2;18.84445784;13;12.22306224;0.013273229;0.083127168;0.043707861
23907;54;280;6;2;18.84445784;13;12.22306224;0.013273229;0.083127168;0.043707861
23907;55;280;6;2;18.84445784;13;12.22306224;0.013273229;0.083127168;0.043707861
23907;61;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;64;280;6;1;199.044586;9;10.33690431;0.006361725;0.035282141;0.018444308
23907;65;280;6;1;199.044586;8;9.719033924;0.005026548;0.026674919;0.013944744
23907;66;280;6;1;199.044586;7;9.025860842;0.003848451;0.019365033;0.010123383
23907;67;280;6;1;199.044586;8;9.719033924;0.005026548;0.026674919;0.013944744
23907;68;280;6;2;18.84445784;11;11.3829401;0.009503318;0.056496121;0.029705386
23907;69;280;6;1;199.044586;6;8.245896656;0.002827433;0.013309238;0.006957619
23907;73;280;6;2;18.84445784;12.5;12.02975022;0.012271846;0.075959582;0.039939179
23907;74;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;75;280;6;2;18.84445784;10;10.88890495;0.007853982;0.045216285;0.023774503
23907;98;280;6;2;18.84445784;13;12.22306224;0.013273229;0.083127168;0.043707861
23907;99;280;6;2;18.84445784;12.5;12.02975022;0.012271846;0.075959582;0.039939179
23907;113;280;6;2;18.84445784;10.5;11.14272358;0.008659015;0.050687176;0.02665107
23907;120;280;6;2;18.84445784;13.5;12.40627233;0.014313882;0.090634302;0.047655075
23907;121;280;6;2;18.84445784;11;11.3829401;0.009503318;0.056496121;0.029705386
23907;122;280;6;2;18.84445784;17.5;13.56912523;0.024052819;0.162807718;0.085603506
23907;123;280;6;2;18.84445784;15.5;13.04886187;0.018869191;0.124043625;0.065221535
24317;8;280;6;2;18.84445784;11.5;12.78095822;0.010386891;0.06829849;0.035911014
24317;15;280;6;2;18.84445784;10;11.88688921;0.007853982;0.048861323;0.025691046
24317;19;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
152795;23;49;6;2;18.84445784;13;10.72184219;0.013273229;0.076942032;0.032614284
147561;24;322;6;1;18.84445784;11.5;9.663885002;0.010386891;0.046559914;0.024339946
147561;25;322;6;1;18.84445784;11;9.469683841;0.009503318;0.042238632;0.022080926
138943;2;308;6;1;18.84445784;12;7.37835857;0.011309734;0.043994463;0.022998815
138943;4;308;6;1;18.84445784;13.5;7.7985635;0.014313882;0.059660242;0.031188354
138943;15;308;6;2;18.84445784;10;6.703377017;0.007853982;0.027036856;0.014215847
93390;23;352;6;1;199.044586;5;7.382539076;0.001963495;0.00710654;0.003715059
93390;31;440;6;1;199.044586;6;8.109227895;0.002827433;0.00957368;0.005004796
93390;36;440;6;2;18.84445784;10;10.84184329;0.007853982;0.039556276;0.020798497
93390;46;302;6;3;18.84445784;10;9.007932336;0.007853982;0.034258085;0.017598559
93390;48;440;6;2;18.84445784;11;11.34753385;0.009503318;0.05042285;0.026512089
93390;72;440;6;2;18.84445784;10;10.84184329;0.007853982;0.039556276;0.020798497
93390;86;440;6;3;18.84445784;10;10.84184329;0.007853982;0.039556276;0.020320268
115650;1;47;6;3;18.84445784;14;9.49650732;0.015393804;0.074288439;0.028545014
115650;2;47;6;3;18.84445784;14;9.49650732;0.015393804;0.074288439;0.028545014
115650;3;47;6;1;18.84445784;26;13.28264911;0.053092916;0.346912705;0.153637353
115650;7;47;6;2;18.84445784;13;9.121166266;0.013273229;0.062037991;0.026296741
115650;13;47;6;2;18.84445784;22.5;12.28457119;0.039760782;0.241198931;0.102239702
115650;14;47;6;2;18.84445784;19.5;11.36867497;0.029864765;0.168573531;0.071455158
115650;23;47;6;3;18.84445784;19;11.20971885;0.028352874;0.157993364;0.060708273
11245;24;80;6;2;18.84445784;16;12.98990608;0.020106193;0.133867899;0.056744091
41355;7;440;6;1;199.044586;5;7.106407392;0.001963495;0.005188605;0.002712427
52105;70;240;6;1;18.84445784;14;11.03029953;0.015393804;0.075135205;0.039278141
242747;1;42;6;1;18.84445784;17;8.656374213;0.022698007;0.098816148;0.043762743
242747;6;42;6;1;18.84445784;20;9.133519512;0.031415927;0.142929161;0.063299088
242747;7;42;6;1;18.84445784;16;8.471451809;0.020106193;0.086061563;0.038114115
242747;13;42;6;1;18.84445784;12;7.564973076;0.011309734;0.044720853;0.01980554
242747;15;42;6;1;18.84445784;10;6.983766756;0.007853982;0.029745558;0.013173426
242747;16;42;6;1;18.84445784;16;8.471451809;0.020106193;0.086061563;0.038114115
24317;59;280;6;2;18.84445784;13;13.55507314;0.013273229;0.09134908;0.048030902
17172;24;20;6;1;18.84445784;9.5;7.44266619;0.007088218;0.027843296;0.01233097
87220;51;308;6;1;18.84445784;14.5;7.616593603;0.016512996;0.067411329;0.03524036
24317;66;280;6;2;18.84445784;12;13.05140442;0.011309734;0.075578258;0.039738681
24317;82;280;6;2;18.84445784;10;11.88688921;0.007853982;0.048861323;0.025691046
24317;86;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
24317;92;280;6;2;18.84445784;13.5;13.78953065;0.014313882;0.099841959;0.052496417
24317;93;280;6;2;18.84445784;12;13.05140442;0.011309734;0.075578258;0.039738681
24317;94;280;6;2;18.84445784;11.5;12.78095822;0.010386891;0.06829849;0.035911014
24317;105;280;6;2;18.84445784;10;11.88688921;0.007853982;0.048861323;0.025691046
24317;106;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
24317;111;280;6;2;18.84445784;12;13.05140442;0.011309734;0.075578258;0.039738681
24317;115;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
24317;116;280;6;2;18.84445784;10.5;12.19944885;0.008659015;0.054942366;0.028888429
24317;117;280;6;2;18.84445784;13.5;13.78953065;0.014313882;0.099841959;0.052496417
24317;119;280;6;1;199.044586;7;9.649673808;0.003848451;0.020481456;0.010707011
24317;120;280;6;1;199.044586;7;9.649673808;0.003848451;0.020481456;0.010707011
24317;121;280;6;1;199.044586;7;9.649673808;0.003848451;0.020481456;0.010707011
24317;122;280;6;2;18.84445784;11;12.49721411;0.009503318;0.061420548;0.032294625
24317;123;280;6;1;199.044586;5;7.726999271;0.001963495;0.008777867;0.004588772
24317;124;280;6;1;199.044586;6;8.739180085;0.002827433;0.013957838;0.007296685
24317;125;280;6;2;18.84445784;13;13.55507314;0.013273229;0.09134908;0.048030902
237184;25;308;6;3;18.84445784;13.5;5.743261553;0.014313882;0.042594058;0.021880793
143134;2;300;6;2;18.84445784;16.5;10.3718206;0.021382465;0.107481524;0.056513262
85512;5;440;6;2;18.84445784;13.5;14.21194866;0.014313882;0.095961752;0.050456222
85512;12;440;6;1;18.84445784;10.5;10.82269054;0.008659015;0.043674803;0.022831708
85512;19;440;6;2;18.84445784;23.5;22.39199945;0.043373614;0.460300332;0.242023675
85512;20;440;6;2;18.84445784;12;12.56625697;0.011309734;0.066769602;0.035107132
50742;3;291;6;1;199.044586;8;8.94567037;0.005026548;0.023191899;0.01212394
50742;5;291;6;1;18.84445784;10;10.44505973;0.007853982;0.038697772;0.020229885
50742;7;291;6;1;18.84445784;10;10.44505973;0.007853982;0.038697772;0.020229885
50742;31;291;6;1;18.84445784;10.5;10.78788865;0.008659015;0.04341446;0.02269561
50742;43;280;6;3;18.84445784;19.5;15.78482695;0.029864765;0.231743567;0.119047894
50742;44;280;6;3;18.84445784;12.5;13.24256038;0.012271846;0.082880938;0.042576375
50742;45;280;6;3;18.84445784;12;12.98811759;0.011309734;0.075245404;0.038653961
50742;46;280;6;2;18.84445784;19.5;15.78482695;0.029864765;0.231743567;0.12184964
50742;47;280;6;2;18.84445784;24;16.73115942;0.045238934;0.36785809;0.193417994
50742;55;280;6;4;18.84445784;20;15.91042404;0.031415927;0.24533719;0.107597068
50742;63;280;6;2;18.84445784;11;12.44086579;0.009503318;0.061171522;0.032163689
50742;64;280;6;3;18.84445784;13;13.4850802;0.013273229;0.090917045;0.046704566
50742;66;280;6;3;18.84445784;10.5;12.1466493;0.008659015;0.054729755;0.028114964
50742;67;280;6;2;18.84445784;34.5;17.87635812;0.093482016;0.800823236;0.421068962
50742;73;280;6;1;18.84445784;26.5;17.11027953;0.055154586;0.456593756;0.238691752
50742;74;280;6;2;18.84445784;18.5;15.51544741;0.026880252;0.20572362;0.108168479
114359;2;280;6;2;18.84445784;14.5;13.15452667;0.016512996;0.109812483;0.057738869
114359;4;280;6;3;18.84445784;10;11.17900346;0.007853982;0.046275841;0.023772144
114359;5;280;6;3;18.84445784;11.5;11.94378782;0.010386891;0.064254707;0.033007982
114359;6;280;6;3;18.84445784;10;11.17900346;0.007853982;0.046275841;0.023772144
114359;11;280;6;4;18.84445784;9.5;10.89551402;0.007088218;0.040988103;0.017976075
114359;15;47;6;1;18.84445784;49;20.29851831;0.188574099;1.869711045;0.828039597
114359;17;280;6;2;18.84445784;14.5;13.15452667;0.016512996;0.109812483;0.057738869
114359;19;280;6;3;18.84445784;11.5;11.94378782;0.010386891;0.064254707;0.033007982
114359;20;280;6;2;18.84445784;14.5;13.15452667;0.016512996;0.109812483;0.057738869
114359;21;280;6;2;18.84445784;13.5;12.792174;0.014313882;0.093203056;0.049005713
114359;22;280;6;3;18.84445784;11.5;11.94378782;0.010386891;0.064254707;0.033007982
114359;31;280;6;2;18.84445784;11.5;11.94378782;0.010386891;0.064254707;0.033784812
114359;33;280;6;2;18.84445784;16;13.63263005;0.020106193;0.137380669;0.072234087
114359;35;280;6;3;18.84445784;12.5;12.39016583;0.012271846;0.078016429;0.040077451
114359;39;280;6;2;18.84445784;12.5;12.39016583;0.012271846;0.078016429;0.041020659
114359;41;280;6;3;18.84445784;10;11.17900346;0.007853982;0.046275841;0.023772144
114359;43;280;6;2;18.84445784;15.5;13.48136694;0.018869191;0.12783881;0.067217024
114359;44;280;6;2;18.84445784;15;13.32214674;0.017671459;0.118649024;0.062385079
114359;45;280;6;2;18.84445784;13.5;12.792174;0.014313882;0.093203056;0.049005713
114359;48;280;6;2;18.84445784;15;13.32214674;0.017671459;0.118649024;0.062385079
114359;49;280;6;3;18.84445784;11.5;11.94378782;0.010386891;0.064254707;0.033007982
114359;50;280;6;2;18.84445784;16.5;13.77635295;0.021382465;0.147273301;0.077435585
114359;54;280;6;2;18.84445784;14;12.97803605;0.015393804;0.101330212;0.053278932
114359;55;280;6;2;18.84445784;12.5;12.39016583;0.012271846;0.078016429;0.041020659
114359;57;280;6;2;18.84445784;18.5;14.28337145;0.026880252;0.190322253;0.100070515
114359;58;280;6;3;18.84445784;15;13.32214674;0.017671459;0.118649024;0.06095063
114359;60;280;6;2;18.84445784;10.5;11.44764429;0.008659015;0.051915022;0.027296666
114359;63;280;6;2;18.84445784;14;12.97803605;0.015393804;0.101330212;0.053278932
114359;65;280;6;3;18.84445784;33;16.03219728;0.08552986;0.660247663;0.33917271
114359;67;280;6;3;18.84445784;14.5;13.15452667;0.016512996;0.109812483;0.056411252
114359;69;280;6;3;18.84445784;13.5;12.792174;0.014313882;0.093203056;0.047878902
134437;4;380;6;1;18.84445784;10.5;9.07162864;0.008659015;0.03749611;0.019601697
95069;15;352;6;1;199.044586;6;7.65200002;0.002827433;0.010661791;0.005573623
95069;17;352;6;2;18.84445784;10.5;9.418538253;0.008659015;0.040498138;0.021293724
121039;45;280;6;2;18.84445784;12;10.6235324;0.011309734;0.062808972;0.033024652
121039;50;280;6;2;18.84445784;17;12.75600644;0.022698007;0.145303486;0.076399866
121039;54;280;6;2;18.84445784;14;11.51938784;0.015393804;0.090888181;0.047788563
121039;56;280;6;2;18.84445784;16;12.35625241;0.020106193;0.125446354;0.065959083
233604;20;490;6;1;18.84445784;17;10.82003886;0.022698007;0.141871658;0.074165698
145704;10;280;6;1;199.044586;9;11.59618484;0.006361725;0.039007651;0.020391879
146237;2;280;6;1;199.044586;8;10.38179102;0.005026548;0.028224137;0.014754623
146237;4;280;6;2;18.84445784;12;12.88966998;0.011309734;0.074727623;0.039291421
146237;7;280;6;1;199.044586;9;11.10593174;0.006361725;0.037557265;0.019633666
146237;10;280;6;1;199.044586;7;9.57916524;0.003848451;0.020355268;0.010641045
146237;17;280;6;1;199.044586;6;8.68745858;0.002827433;0.013889832;0.007261134
146237;18;280;6;1;199.044586;8;10.38179102;0.005026548;0.028224137;0.014754623
146237;24;711;6;1;199.044586;6;5.394479271;0.002827433;0.010615569;0.00554946
146237;49;280;6;2;18.84445784;17.5;15.07102991;0.024052819;0.179607235;0.09443661
146237;55;280;6;2;18.84445784;11;12.35285018;0.009503318;0.060782545;0.031959167
146237;61;280;6;3;18.84445784;11;12.35285018;0.009503318;0.060782545;0.031224314
156641;3;308;6;1;199.044586;5;5.184385181;0.001963495;0.004673129;0.002442954
156641;22;280;6;2;18.84445784;19.5;13.92607121;0.029864765;0.205928701;0.108276309
143384;16;308;6;3;18.84445784;10;5.40339043;0.007853982;0.021113987;0.010846367
98882;19;307;6;3;18.84445784;13.5;11.10812235;0.014313882;0.077046012;0.039578943
98882;25;307;6;2;18.84445784;10;9.22840804;0.007853982;0.035097634;0.018454165
98882;52;307;6;2;18.84445784;10;9.22840804;0.007853982;0.035097634;0.018454165
98882;57;307;6;2;18.84445784;13.5;11.10812235;0.014313882;0.077046012;0.040510418
98882;75;280;6;2;18.84445784;12;11.64276352;0.011309734;0.068169573;0.03584323
98882;77;280;6;2;18.84445784;13.5;12.20414244;0.014313882;0.089288824;0.04694763
167534;1;90;6;3;18.84445784;16;18.81649875;0.020106193;0.171988861;0.066085983
62215;7;280;6;1;199.044586;8;9.748793652;0.005026548;0.026744483;0.01398111
62215;8;280;6;4;18.84445784;14.5;12.79717465;0.016512996;0.107068316;0.046956749
62215;9;280;6;3;18.84445784;11.5;11.65343364;0.010386891;0.062852209;0.032287512
62215;26;280;6;1;199.044586;7;9.051386764;0.003848451;0.019410716;0.010147265
62215;27;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;28;280;6;4;18.84445784;12;11.87050858;0.011309734;0.069367389;0.030422324
62215;29;280;6;1;199.044586;8;9.748793652;0.005026548;0.026744483;0.01398111
62215;30;280;6;4;18.84445784;14.5;12.79717465;0.016512996;0.107068316;0.046956749
62215;31;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;32;280;6;4;18.84445784;19;13.95756485;0.028352874;0.19618038;0.086038458
62215;33;280;6;4;18.84445784;11.5;11.65343364;0.010386891;0.062852209;0.027564975
62215;34;280;6;4;18.84445784;10;10.92656948;0.007853982;0.045353851;0.019890753
62215;35;280;6;4;18.84445784;17;13.50832003;0.022698007;0.153244484;0.067208143
62215;41;280;6;4;18.84445784;16.5;13.38060649;0.021382465;0.143338134;0.062863534
62215;42;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;43;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;44;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;46;280;6;1;199.044586;6;8.267024659;0.002827433;0.013337018;0.006972141
62215;47;280;6;1;199.044586;8;9.748793652;0.005026548;0.026744483;0.01398111
62215;49;280;6;4;18.84445784;14;12.63104751;0.015393804;0.098846223;0.043350801
62215;58;280;6;4;18.84445784;13;12.27109786;0.013273229;0.083423671;0.036586962
62215;59;280;6;4;18.84445784;11;11.4242604;0.009503318;0.056678732;0.024857484
62215;67;280;6;4;18.84445784;36;15.58448863;0.101787602;0.762500225;0.334408282
62215;78;280;6;4;18.84445784;18.5;13.85384711;0.026880252;0.184953053;0.081114511
62215;79;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
62215;80;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;81;280;6;4;18.84445784;11;11.4242604;0.009503318;0.056678732;0.024857484
62215;82;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
62215;83;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
62215;91;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;92;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;93;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;94;280;6;4;18.84445784;18.5;13.85384711;0.026880252;0.184953053;0.081114511
62215;95;280;6;4;18.84445784;11;11.4242604;0.009503318;0.056678732;0.024857484
62215;103;280;6;4;18.84445784;14;12.63104751;0.015393804;0.098846223;0.043350801
62215;104;280;6;4;18.84445784;18.5;13.85384711;0.026880252;0.184953053;0.081114511
62215;105;280;6;4;18.84445784;16.5;13.38060649;0.021382465;0.143338134;0.062863534
62215;106;280;6;4;18.84445784;17;13.50832003;0.022698007;0.153244484;0.067208143
62215;107;280;6;4;18.84445784;17;13.50832003;0.022698007;0.153244484;0.067208143
62215;108;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;114;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;115;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;116;280;6;4;18.84445784;17.5;13.62953912;0.024052819;0.163483476;0.071698639
62215;117;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;118;280;6;4;18.84445784;12;11.87050858;0.011309734;0.069367389;0.030422324
62215;119;280;6;4;18.84445784;10;10.92656948;0.007853982;0.045353851;0.019890753
62215;124;280;6;4;18.84445784;14.5;12.79717465;0.016512996;0.107068316;0.046956749
62215;135;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;136;280;6;4;18.84445784;14.5;12.79717465;0.016512996;0.107068316;0.046956749
62215;137;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;138;280;6;4;18.84445784;17;13.50832003;0.022698007;0.153244484;0.067208143
62215;139;280;6;4;18.84445784;10.5;11.18224101;0.008659015;0.050846303;0.022299567
62215;140;280;6;4;18.84445784;16.5;13.38060649;0.021382465;0.143338134;0.062863534
62215;141;280;6;4;18.84445784;11.5;11.65343364;0.010386891;0.062852209;0.027564975
62215;142;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;143;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;144;280;6;4;18.84445784;10.5;11.18224101;0.008659015;0.050846303;0.022299567
62215;154;280;6;4;18.84445784;18;13.74460696;0.0254469;0.174053537;0.076334331
62215;163;280;6;4;18.84445784;13;12.27109786;0.013273229;0.083423671;0.036586962
62215;164;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;166;280;6;4;18.84445784;10.5;11.18224101;0.008659015;0.050846303;0.022299567
62215;167;280;6;4;18.84445784;11.5;11.65343364;0.010386891;0.062852209;0.027564975
62215;168;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;169;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;171;280;6;4;18.84445784;15;12.95474254;0.017671459;0.115629733;0.050711513
62215;172;280;6;4;18.84445784;18;13.74460696;0.0254469;0.174053537;0.076334331
62215;179;280;6;4;18.84445784;11.5;11.65343364;0.010386891;0.062852209;0.027564975
62215;180;280;6;4;18.84445784;10;10.92656948;0.007853982;0.045353851;0.019890753
62215;181;280;6;4;18.84445784;10;10.92656948;0.007853982;0.045353851;0.019890753
62215;182;280;6;4;18.84445784;12.5;12.07618066;0.012271846;0.076224555;0.033429659
62215;183;280;6;4;18.84445784;12;11.87050858;0.011309734;0.069367389;0.030422324
62215;184;280;6;4;18.84445784;19.5;14.05604831;0.029864765;0.207733856;0.091105444
62215;185;280;6;4;18.84445784;18;13.74460696;0.0254469;0.174053537;0.076334331
62215;186;280;6;4;18.84445784;19;13.95756485;0.028352874;0.19618038;0.086038458
62215;187;280;6;4;18.84445784;13;12.27109786;0.013273229;0.083423671;0.036586962
62215;193;280;6;4;18.84445784;14;12.63104751;0.015393804;0.098846223;0.043350801
62215;208;280;6;4;18.84445784;16.5;13.38060649;0.021382465;0.143338134;0.062863534
62215;209;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;210;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
62215;211;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
62215;212;280;6;4;18.84445784;13.5;12.45586501;0.014313882;0.090964415;0.039894092
62215;213;280;6;4;18.84445784;16;13.2460343;0.020106193;0.133765943;0.058665477
62215;214;280;6;4;18.84445784;19;13.95756485;0.028352874;0.19618038;0.086038458
62215;215;280;6;4;18.84445784;11;11.4242604;0.009503318;0.056678732;0.024857484
62215;216;280;6;4;18.84445784;10;10.92656948;0.007853982;0.045353851;0.019890753
62215;217;280;6;4;18.84445784;14;12.63104751;0.015393804;0.098846223;0.043350801
211380;10;308;6;1;18.84445784;11;8.718830954;0.009503318;0.044107001;0.023057646
211380;11;308;6;1;18.84445784;10;8.224652333;0.007853982;0.033967938;0.017757288
219308;44;330;6;2;18.84445784;10;11.17199209;0.007853982;0.044343175;0.023315426
135765;3;300;6;1;199.044586;6;6.666151681;0.002827433;0.009095033;0.004754575
56360;8;280;6;3;18.84445784;11;12.19701272;0.009503318;0.060093837;0.030870521
56360;9;260;6;1;199.044586;6;9.02290299;0.002827433;0.011114008;0.005810027
56360;11;280;6;3;18.84445784;10;11.62266439;0.007853982;0.047896268;0.024604566
56360;12;280;6;2;18.84445784;10;11.62266439;0.007853982;0.047896268;0.025183625
56360;14;260;6;1;199.044586;7;9.744715837;0.003848451;0.017041745;0.008908847
56360;18;280;6;2;18.84445784;15.5;14.17798405;0.018869191;0.133951549;0.070431073
56360;19;280;6;2;18.84445784;11.5;12.46320102;0.010386891;0.066763628;0.035103991
56360;20;280;6;2;18.84445784;15;13.99860133;0.017671459;0.12420806;0.065307994
56360;23;280;6;2;18.84445784;13.5;13.40475034;0.014313882;0.09728067;0.051149703
56360;24;280;6;2;18.84445784;15.5;14.17798405;0.018869191;0.133951549;0.070431073
56360;25;280;6;2;18.84445784;15.5;14.17798405;0.018869191;0.133951549;0.070431073
56360;26;280;6;2;18.84445784;10.5;11.91709757;0.008659015;0.053805402;0.028290619
56360;27;280;6;3;18.84445784;10;11.62266439;0.007853982;0.047896268;0.024604566
56360;31;280;6;2;18.84445784;14;13.61247432;0.015393804;0.105871967;0.055666965
56360;41;280;6;1;18.84445784;20.5;15.56643348;0.033006358;0.252197061;0.131840083
56360;43;280;6;2;18.84445784;11.5;12.46320102;0.010386891;0.066763628;0.035103991
56360;44;280;6;1;18.84445784;18.5;15.08953876;0.026880252;0.200399617;0.104762133
56360;45;280;6;2;18.84445784;14;13.61247432;0.015393804;0.105871967;0.055666965
56360;46;280;6;1;18.84445784;21;15.67207753;0.034636059;0.266068389;0.139091543
56360;47;280;6;1;18.84445784;14.5;13.81025655;0.016512996;0.114847945;0.060038616
56360;52;280;6;2;18.84445784;10;11.62266439;0.007853982;0.047896268;0.025183625
157189;7;280;6;2;18.84445784;14.5;11.85519116;0.016512996;0.099834664;0.05249258
136581;13;352;6;1;18.84445784;9.5;9.998726596;0.007088218;0.035179108;0.018390446
7836;9;80;6;1;18.84445784;19;18.79938643;0.028352874;0.250021466;0.110727096
7836;19;20;6;1;18.84445784;12.5;10.05238851;0.012271846;0.06479132;0.028694155
7836;23;80;6;2;18.84445784;12;11.65735619;0.011309734;0.071418006;0.030272753
7836;32;452;6;2;18.84445784;10.5;10.37544062;0.008659015;0.042213155;0.022195471
134032;3;311;6;1;199.044586;6;6.726770845;0.002827433;0.011154131;0.005831002
46706;13;20;6;2;18.84445784;33;18.50502615;0.08552986;0.747358362;0.316791191
46706;16;20;6;2;18.84445784;26.5;16.71576448;0.055154586;0.443739322;0.188092775
242466;1;781;6;2;18.84445784;18.5;7.651944768;0.026880252;0.091099524;0.047899686
26850;17;80;6;4;18.84445784;30.5;15.5899071;0.073061664;0.522403079;0.185112531
238588;27;300;6;1;18.84445784;10;11.1147863;0.007853982;0.042280774;0.022102957
62215;218;280;6;4;18.84445784;13;12.27109786;0.013273229;0.083423671;0.036586962
62215;219;280;6;4;18.84445784;18.5;13.85384711;0.026880252;0.184953053;0.081114511
62215;220;280;6;4;18.84445784;15.5;13.10421667;0.018869191;0.124529357;0.054614605
63442;7;280;6;1;199.044586;6;8.851716024;0.002827433;0.014105808;0.007374039
63442;8;280;6;1;199.044586;6;8.851716024;0.002827433;0.014105808;0.007374039
63442;9;280;6;1;199.044586;5;7.762301959;0.001963495;0.008810102;0.004605623
63442;10;280;6;2;18.84445784;10;12.33938999;0.007853982;0.050514037;0.026560035
88930;14;409;6;2;18.84445784;28.5;9.632962018;0.063793966;0.257632936;0.135462144
14468;13;80;6;2;18.84445784;38;25.12843631;0.113411495;1.221630326;0.51782618
17596;5;40;6;1;18.84445784;10.5;9.486743863;0.008659015;0.044169867;0.019561525
88302;14;241;6;1;199.044586;5;5.705057176;0.001963495;0.008630818;0.0045119
